Stationidentifier,YBBN
Stationnumber,94578
Observationtime,110804/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,17.10
Liftedindex,12.24
LIFTcomputedusingvirtualtemperature,12.09
SWEATindex,71.02
Kindex,-16.70
Crosstotalsindex,5.70
Verticaltotalsindex,16.70
Totalstotalsindex,22.40
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,280.47
Pres[hPa]oftheLiftedCondensationLevel,909.44
Meanmixedlayerpotentialtemperature,288.19
Meanmixedlayermixingratio,7.12
1000hPato500hPathickness,5556.00
Precipitablewater[mm]forentiresounding,14.29
