Stationidentifier,YBBN
Stationnumber,94578
Observationtime,110711/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,20.79
Liftedindex,22.67
LIFTcomputedusingvirtualtemperature,22.72
SWEATindex,263.26
Kindex,-51.90
Crosstotalsindex,-18.30
Verticaltotalsindex,19.70
Totalstotalsindex,1.40
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,270.80
Pres[hPa]oftheLiftedCondensationLevel,827.76
Meanmixedlayerpotentialtemperature,285.84
Meanmixedlayermixingratio,3.91
1000hPato500hPathickness,5610.00
Precipitablewater[mm]forentiresounding,6.42
