Stationidentifier,YBBN
Stationnumber,94578
Observationtime,130707/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,9.09
Liftedindex,13.09
LIFTcomputedusingvirtualtemperature,12.89
SWEATindex,167.61
Kindex,4.90
Crosstotalsindex,16.10
Verticaltotalsindex,17.10
Totalstotalsindex,33.20
ConvectiveAvailablePotentialEnergy,0.60
CAPEusingvirtualtemperature,1.18
ConvectiveInhibition,-250.58
CINSusingvirtualtemperature,-243.01
EquilibrumLevel,704.81
EquilibrumLevelusingvirtualtemperature,704.06
LevelofFreeConvection,716.13
LFCTusingvirtualtemperature,718.02
BulkRichardsonNumber,0.01
BulkRichardsonNumberusingCAPV,0.03
Temp[K]oftheLiftedCondensationLevel,281.59
Pres[hPa]oftheLiftedCondensationLevel,906.92
Meanmixedlayerpotentialtemperature,289.58
Meanmixedlayermixingratio,7.81
1000hPato500hPathickness,5610.00
Precipitablewater[mm]forentiresounding,20.94
