Stationidentifier,YBBN
Stationnumber,94578
Observationtime,140121/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,1.31
Liftedindex,-0.23
LIFTcomputedusingvirtualtemperature,-0.80
SWEATindex,151.21
Kindex,28.90
Crosstotalsindex,17.30
Verticaltotalsindex,28.30
Totalstotalsindex,45.60
ConvectiveAvailablePotentialEnergy,250.01
CAPEusingvirtualtemperature,316.00
ConvectiveInhibition,-498.43
CINSusingvirtualtemperature,-420.45
EquilibrumLevel,309.94
EquilibrumLevelusingvirtualtemperature,309.00
LevelofFreeConvection,629.63
LFCTusingvirtualtemperature,637.30
BulkRichardsonNumber,21.36
BulkRichardsonNumberusingCAPV,26.99
Temp[K]oftheLiftedCondensationLevel,289.67
Pres[hPa]oftheLiftedCondensationLevel,892.79
Meanmixedlayerpotentialtemperature,299.22
Meanmixedlayermixingratio,13.43
1000hPato500hPathickness,5765.00
Precipitablewater[mm]forentiresounding,36.52
