Stationidentifier,YBBN
Stationnumber,94578
Observationtime,131118/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,2.90
Liftedindex,-0.99
LIFTcomputedusingvirtualtemperature,-1.30
SWEATindex,74.78
Kindex,21.30
Crosstotalsindex,18.90
Verticaltotalsindex,28.90
Totalstotalsindex,47.80
ConvectiveAvailablePotentialEnergy,58.66
CAPEusingvirtualtemperature,97.40
ConvectiveInhibition,-99.42
CINSusingvirtualtemperature,-72.68
EquilibrumLevel,446.41
EquilibrumLevelusingvirtualtemperature,445.22
LevelofFreeConvection,729.69
LFCTusingvirtualtemperature,746.29
BulkRichardsonNumber,1.48
BulkRichardsonNumberusingCAPV,2.46
Temp[K]oftheLiftedCondensationLevel,284.07
Pres[hPa]oftheLiftedCondensationLevel,894.61
Meanmixedlayerpotentialtemperature,293.26
Meanmixedlayermixingratio,9.25
1000hPato500hPathickness,5575.00
Precipitablewater[mm]forentiresounding,22.41
