Stationidentifier,YBBN
Stationnumber,94578
Observationtime,111113/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,5.04
Liftedindex,2.81
LIFTcomputedusingvirtualtemperature,2.48
SWEATindex,94.79
Kindex,25.30
Crosstotalsindex,14.90
Verticaltotalsindex,25.90
Totalstotalsindex,40.80
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,286.46
Pres[hPa]oftheLiftedCondensationLevel,889.25
Meanmixedlayerpotentialtemperature,296.23
Meanmixedlayermixingratio,10.93
1000hPato500hPathickness,5684.00
Precipitablewater[mm]forentiresounding,31.54
