Stationidentifier,YBBN
Stationnumber,94578
Observationtime,150511/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,13.00
Liftedindex,13.36
LIFTcomputedusingvirtualtemperature,13.27
SWEATindex,147.74
Kindex,-13.90
Crosstotalsindex,-6.50
Verticaltotalsindex,27.50
Totalstotalsindex,21.00
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,273.46
Pres[hPa]oftheLiftedCondensationLevel,803.47
Meanmixedlayerpotentialtemperature,291.11
Meanmixedlayermixingratio,4.91
1000hPato500hPathickness,5663.00
Precipitablewater[mm]forentiresounding,10.89
