Stationidentifier,YBBN
Stationnumber,94578
Observationtime,140910/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,4.54
Liftedindex,3.64
LIFTcomputedusingvirtualtemperature,3.33
SWEATindex,160.00
Kindex,21.90
Crosstotalsindex,18.90
Verticaltotalsindex,23.90
Totalstotalsindex,42.80
ConvectiveAvailablePotentialEnergy,0.26
CAPEusingvirtualtemperature,0.39
ConvectiveInhibition,-314.72
CINSusingvirtualtemperature,-268.66
EquilibrumLevel,605.62
EquilibrumLevelusingvirtualtemperature,604.82
LevelofFreeConvection,608.37
LFCTusingvirtualtemperature,612.82
BulkRichardsonNumber,0.01
BulkRichardsonNumberusingCAPV,0.01
Temp[K]oftheLiftedCondensationLevel,284.98
Pres[hPa]oftheLiftedCondensationLevel,915.04
Meanmixedlayerpotentialtemperature,292.31
Meanmixedlayermixingratio,9.62
1000hPato500hPathickness,5618.00
Precipitablewater[mm]forentiresounding,24.38
