PRES,HGHT,TEMP,DWPT,RELH,MIXR,DRCT,SKNT,THTA,THTE,THTV
1022.0,5,14.6,4.6,51,5.23,205,8,286.0,300.9,286.9
1017.0,46,13.2,3.2,51,4.76,208,8,285.0,298.6,285.8
1008.0,120,12.8,3.8,54,5.01,215,7,285.3,299.6,286.2
1000.0,187,12.6,3.6,54,4.98,220,6,285.8,300.0,286.6
993.0,246,12.6,3.6,54,5.01,220,5,286.3,300.7,287.2
988.0,288,13.4,2.4,47,4.63,220,4,287.5,300.9,288.3
987.0,297,13.4,2.3,47,4.59,220,4,287.7,301.0,288.4
982.0,340,13.6,1.6,44,4.39,252,3,288.2,301.1,289.0
965.0,486,12.7,-1.8,37,3.49,0,0,288.8,299.1,289.4
955.0,574,12.2,-3.8,33,3.04,9,2,289.1,298.2,289.7
939.0,715,10.8,5.8,71,6.19,23,5,289.1,306.9,290.2
925.0,840,10.2,2.2,58,4.87,35,7,289.7,303.9,290.6
921.0,876,9.8,0.8,53,4.42,33,7,289.7,302.6,290.5
916.0,921,9.4,1.2,56,4.57,30,8,289.7,303.1,290.5
902.0,1049,8.2,2.2,66,5.00,6,7,289.8,304.3,290.6
885.0,1205,7.0,-3.0,49,3.48,337,6,290.1,300.4,290.7
880.0,1252,7.0,-13.0,23,1.61,328,5,290.6,295.6,290.9
861.0,1431,6.4,-20.6,12,0.87,295,4,291.8,294.6,291.9
852.0,1517,5.6,-12.4,26,1.74,279,3,291.8,297.2,292.1
850.0,1536,5.6,-12.4,26,1.74,275,3,292.0,297.4,292.3
822.0,1809,3.2,-15.8,23,1.37,325,3,292.3,296.6,292.5
818.0,1848,3.6,-21.4,14,0.85,333,3,293.1,295.9,293.2
810.0,1928,3.2,-19.8,17,0.99,347,3,293.5,296.7,293.7
802.0,2008,4.0,-26.0,9,0.58,2,3,295.2,297.1,295.3
784.0,2193,3.8,-45.2,1,0.09,36,3,296.9,297.2,296.9
775.0,2286,3.8,-40.2,2,0.15,54,3,297.9,298.4,297.9
759.0,2455,2.8,-31.8,6,0.35,85,3,298.6,299.8,298.6
753.0,2520,2.4,-28.6,8,0.48,86,5,298.8,300.5,298.9
747.0,2584,2.4,-42.6,2,0.12,88,7,299.5,299.9,299.5
737.0,2692,1.6,-42.2,2,0.13,90,10,299.7,300.2,299.8
704.0,3059,-1.3,-40.9,3,0.15,230,25,300.5,301.1,300.5
700.0,3105,-1.7,-40.7,3,0.16,245,26,300.6,301.1,300.6
694.0,3173,-2.2,-40.7,3,0.16,260,26,300.7,301.3,300.8
659.0,3582,-5.4,-40.5,4,0.17,265,20,301.6,302.3,301.6
658.0,3594,-5.5,-40.5,4,0.17,264,20,301.6,302.3,301.7
635.0,3872,-6.8,-36.5,7,0.27,250,23,303.3,304.3,303.3
615.0,4122,-7.9,-32.9,11,0.39,251,28,304.8,306.2,304.9
607.0,4224,-7.9,-45.9,3,0.10,251,30,305.9,306.3,305.9
604.0,4263,-7.7,-27.7,18,0.65,251,31,306.6,308.9,306.7
591.0,4432,-9.3,-18.3,48,1.54,252,34,306.6,311.8,306.9
567.0,4751,-11.7,-26.7,28,0.76,252,40,307.5,310.1,307.6
550.0,4985,-10.9,-47.9,3,0.09,253,45,311.1,311.5,311.1
500.0,5710,-16.5,-44.5,7,0.15,255,59,312.9,313.4,312.9
491.0,5846,-16.7,-47.7,5,0.10,257,63,314.2,314.7,314.3
487.0,5908,-16.3,-52.3,3,0.06,258,64,315.5,315.7,315.5
478.0,6048,-16.5,-51.6,3,0.07,260,68,316.9,317.2,317.0
476.0,6079,-16.5,-51.5,3,0.07,260,68,317.3,317.6,317.3
400.0,7360,-26.1,-46.1,13,0.15,260,82,321.0,321.6,321.0
389.0,7561,-27.9,-45.9,16,0.16,260,84,321.2,321.8,321.2
377.0,7785,-28.4,-48.7,12,0.12,260,86,323.4,323.9,323.4
349.0,8337,-29.7,-55.7,6,0.06,262,98,328.9,329.1,328.9
328.0,8776,-32.9,-61.9,4,0.03,264,108,330.4,330.5,330.4
315.0,9059,-33.8,-61.7,4,0.03,265,114,332.9,333.0,332.9
306.0,9262,-34.5,-61.5,5,0.03,265,115,334.7,334.9,334.7
300.0,9400,-35.5,-62.5,5,0.03,265,115,335.2,335.4,335.2
256.0,10490,-43.9,-67.9,5,0.02,261,122,338.4,338.4,338.4
250.0,10650,-44.5,-69.5,4,0.01,260,123,339.8,339.8,339.8
202.0,12054,-52.3,-78.3,3,0.00,260,132,348.7,348.8,348.7
200.0,12120,-52.7,-78.7,3,0.00,260,131,349.1,349.2,349.1
190.0,12449,-54.9,-80.9,3,0.00,262,123,350.8,350.8,350.8
175.0,12972,-56.1,-83.3,2,0.00,265,109,357.1,357.1,357.1
166.0,13307,-56.9,-84.9,2,0.00,265,114,361.2,361.2,361.2
158.0,13617,-59.9,-85.9,2,0.00,265,118,361.3,361.3,361.3
156.0,13696,-60.3,,,,265,119,361.9,,361.9
150.0,13940,-61.7,,,,265,115,363.6,,363.6
142.0,14277,-63.5,,,,265,98,366.2,,366.2
138.0,14453,-61.1,,,,263,89,373.4,,373.4
130.0,14818,-62.2,,,,260,71,377.8,,377.8
121.0,15256,-63.6,,,,275,57,383.1,,383.1
100.0,16420,-67.3,,,,265,43,397.4,,397.4
97.9,16548,-67.5,,,,270,40,399.5,,399.5
93.0,16858,-67.8,,,,280,41,404.7,,404.7
92.2,16910,-67.9,,,,277,41,405.6,,405.6
90.0,17056,-67.7,,,,270,42,408.7,,408.7
87.0,17261,-67.5,,,,260,37,413.2,,413.2
84.6,17430,-67.3,,,,260,32,416.9,,416.9
81.7,17641,-65.5,,,,260,26,424.7,,424.7
80.2,17755,-62.1,,,,260,23,434.0,,434.0
79.0,17849,-61.9,,,,260,20,436.3,,436.3
74.1,18247,-60.9,,,,284,10,446.4,,446.4
74.0,18256,-61.0,,,,285,10,446.5,,446.5
72.0,18425,-62.1,,,,295,14,447.5,,447.5
70.0,18600,-63.3,,,,295,19,448.6,,448.6
68.0,18777,-63.8,,,,285,22,451.3,,451.3
65.0,19053,-64.6,,,,275,17,455.4,,455.4
62.3,19312,-65.3,,,,244,11,459.4,,459.4
62.0,19341,-65.1,,,,240,10,460.5,,460.5
57.7,19782,-61.7,,,,271,7,477.7,,477.7
52.0,20427,-61.0,,,,315,2,493.8,,493.8
50.0,20670,-60.7,,,,35,5,500.0,,500.0
40.0,22065,-58.3,,,,115,17,539.0,,539.0
38.0,22389,-58.0,,,,70,12,547.5,,547.5
36.0,22730,-57.8,,,,85,20,556.7,,556.7
34.0,23090,-57.5,,,,75,24,566.6,,566.6
32.0,23473,-57.2,,,,60,22,577.3,,577.3
30.0,23880,-56.9,,,,70,18,588.9,,588.9
28.0,24321,-56.3,,,,90,19,602.3,,602.3
27.0,24553,-56.0,,,,75,18,609.4,,609.4
