Stationidentifier,YBBN
Stationnumber,94578
Observationtime,141026/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,3.35
Liftedindex,-0.33
LIFTcomputedusingvirtualtemperature,-0.67
SWEATindex,34.01
Kindex,19.70
Crosstotalsindex,12.50
Verticaltotalsindex,32.50
Totalstotalsindex,45.00
ConvectiveAvailablePotentialEnergy,26.54
CAPEusingvirtualtemperature,52.28
ConvectiveInhibition,-613.69
CINSusingvirtualtemperature,-539.18
EquilibrumLevel,352.07
EquilibrumLevelusingvirtualtemperature,350.65
LevelofFreeConvection,611.61
LFCTusingvirtualtemperature,624.16
BulkRichardsonNumber,0.66
BulkRichardsonNumberusingCAPV,1.29
Temp[K]oftheLiftedCondensationLevel,286.47
Pres[hPa]oftheLiftedCondensationLevel,898.84
Meanmixedlayerpotentialtemperature,295.34
Meanmixedlayermixingratio,10.83
1000hPato500hPathickness,5688.00
Precipitablewater[mm]forentiresounding,25.97
