Stationidentifier,YBBN
Stationnumber,94578
Observationtime,140116/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,4.80
Liftedindex,1.76
LIFTcomputedusingvirtualtemperature,1.28
SWEATindex,139.78
Kindex,-0.40
Crosstotalsindex,18.40
Verticaltotalsindex,21.70
Totalstotalsindex,40.10
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,2.49
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,-8.40
EquilibrumLevelusingvirtualtemperature,817.88
LFCTusingvirtualtemperature,861.16
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,54.35
Temp[K]oftheLiftedCondensationLevel,286.98
Pres[hPa]oftheLiftedCondensationLevel,886.12
Meanmixedlayerpotentialtemperature,297.08
Meanmixedlayermixingratio,11.35
1000hPato500hPathickness,5690.00
Precipitablewater[mm]forentiresounding,24.22
