Stationidentifier,YBBN
Stationnumber,94578
Observationtime,101206/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,1.24
Liftedindex,-1.84
LIFTcomputedusingvirtualtemperature,-2.36
SWEATindex,173.41
Kindex,32.30
Crosstotalsindex,21.50
Verticaltotalsindex,23.70
Totalstotalsindex,45.20
ConvectiveAvailablePotentialEnergy,422.90
CAPEusingvirtualtemperature,513.59
ConvectiveInhibition,-3.80
CINSusingvirtualtemperature,-1.09
EquilibrumLevel,249.06
EquilibrumLevelusingvirtualtemperature,248.88
LevelofFreeConvection,896.95
LFCTusingvirtualtemperature,914.91
BulkRichardsonNumber,35.67
BulkRichardsonNumberusingCAPV,43.32
Temp[K]oftheLiftedCondensationLevel,290.53
Pres[hPa]oftheLiftedCondensationLevel,928.88
Meanmixedlayerpotentialtemperature,296.74
Meanmixedlayermixingratio,13.65
1000hPato500hPathickness,5684.00
Precipitablewater[mm]forentiresounding,43.06
