Stationidentifier,YBBN
Stationnumber,94578
Observationtime,110103/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,0.83
Liftedindex,-1.68
LIFTcomputedusingvirtualtemperature,-2.30
SWEATindex,198.19
Kindex,-1.50
Crosstotalsindex,20.70
Verticaltotalsindex,23.90
Totalstotalsindex,44.60
ConvectiveAvailablePotentialEnergy,347.49
CAPEusingvirtualtemperature,447.76
ConvectiveInhibition,-22.98
CINSusingvirtualtemperature,-4.96
EquilibrumLevel,280.95
EquilibrumLevelusingvirtualtemperature,279.93
LevelofFreeConvection,766.41
LFCTusingvirtualtemperature,847.69
BulkRichardsonNumber,64.00
BulkRichardsonNumberusingCAPV,82.47
Temp[K]oftheLiftedCondensationLevel,290.72
Pres[hPa]oftheLiftedCondensationLevel,901.90
Meanmixedlayerpotentialtemperature,299.43
Meanmixedlayermixingratio,14.24
1000hPato500hPathickness,5723.00
Precipitablewater[mm]forentiresounding,40.50
