Stationidentifier,YBBN
Stationnumber,94578
Observationtime,151024/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,2.38
Liftedindex,0.92
LIFTcomputedusingvirtualtemperature,0.63
SWEATindex,127.78
Kindex,29.50
Crosstotalsindex,22.50
Verticaltotalsindex,23.50
Totalstotalsindex,46.00
ConvectiveAvailablePotentialEnergy,19.92
CAPEusingvirtualtemperature,47.25
ConvectiveInhibition,-2.27
CINSusingvirtualtemperature,-0.94
EquilibrumLevel,605.93
EquilibrumLevelusingvirtualtemperature,586.26
LevelofFreeConvection,904.06
LFCTusingvirtualtemperature,912.24
BulkRichardsonNumber,0.90
BulkRichardsonNumberusingCAPV,2.13
Temp[K]oftheLiftedCondensationLevel,286.39
Pres[hPa]oftheLiftedCondensationLevel,925.81
Meanmixedlayerpotentialtemperature,292.78
Meanmixedlayermixingratio,10.44
1000hPato500hPathickness,5603.00
Precipitablewater[mm]forentiresounding,29.55
