Stationidentifier,YBBN
Stationnumber,94578
Observationtime,130823/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,9.40
Liftedindex,8.41
LIFTcomputedusingvirtualtemperature,8.35
SWEATindex,137.73
Kindex,2.90
Crosstotalsindex,11.70
Verticaltotalsindex,25.70
Totalstotalsindex,37.40
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,269.71
Pres[hPa]oftheLiftedCondensationLevel,786.01
Meanmixedlayerpotentialtemperature,288.92
Meanmixedlayermixingratio,3.84
1000hPato500hPathickness,5491.00
Precipitablewater[mm]forentiresounding,8.00
