Stationidentifier,YBBN
Stationnumber,94578
Observationtime,100606/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,12.29
Liftedindex,10.12
LIFTcomputedusingvirtualtemperature,10.00
SWEATindex,240.41
Kindex,-12.10
Crosstotalsindex,10.30
Verticaltotalsindex,21.30
Totalstotalsindex,31.60
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,276.52
Pres[hPa]oftheLiftedCondensationLevel,851.63
Meanmixedlayerpotentialtemperature,289.52
Meanmixedlayermixingratio,5.77
1000hPato500hPathickness,5539.00
Precipitablewater[mm]forentiresounding,10.90
