Stationidentifier,YBBN
Stationnumber,94578
Observationtime,150523/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,11.76
Liftedindex,12.01
LIFTcomputedusingvirtualtemperature,11.83
SWEATindex,257.79
Kindex,-4.60
Crosstotalsindex,13.80
Verticaltotalsindex,17.70
Totalstotalsindex,31.50
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,279.35
Pres[hPa]oftheLiftedCondensationLevel,883.81
Meanmixedlayerpotentialtemperature,289.39
Meanmixedlayermixingratio,6.78
1000hPato500hPathickness,5575.00
Precipitablewater[mm]forentiresounding,15.64
