Stationidentifier,YBBN
Stationnumber,94578
Observationtime,150208/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,11.13
Liftedindex,6.73
LIFTcomputedusingvirtualtemperature,6.20
SWEATindex,127.79
Kindex,-11.50
Crosstotalsindex,11.10
Verticaltotalsindex,17.10
Totalstotalsindex,28.20
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,288.62
Pres[hPa]oftheLiftedCondensationLevel,912.13
Meanmixedlayerpotentialtemperature,296.32
Meanmixedlayermixingratio,12.28
1000hPato500hPathickness,5734.00
Precipitablewater[mm]forentiresounding,27.96
