Stationidentifier,YBBN
Stationnumber,94578
Observationtime,141027/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,0.60
Liftedindex,-2.55
LIFTcomputedusingvirtualtemperature,-3.05
SWEATindex,90.02
Kindex,21.30
Crosstotalsindex,14.30
Verticaltotalsindex,35.30
Totalstotalsindex,49.60
ConvectiveAvailablePotentialEnergy,473.40
CAPEusingvirtualtemperature,548.48
ConvectiveInhibition,-702.22
CINSusingvirtualtemperature,-600.59
EquilibrumLevel,269.31
EquilibrumLevelusingvirtualtemperature,268.82
LevelofFreeConvection,623.44
LFCTusingvirtualtemperature,636.52
BulkRichardsonNumber,9.75
BulkRichardsonNumberusingCAPV,11.30
Temp[K]oftheLiftedCondensationLevel,288.73
Pres[hPa]oftheLiftedCondensationLevel,904.63
Meanmixedlayerpotentialtemperature,297.13
Meanmixedlayermixingratio,12.47
1000hPato500hPathickness,5740.00
Precipitablewater[mm]forentiresounding,25.94
