Stationidentifier,YBBN
Stationnumber,94578
Observationtime,111018/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,8.19
Liftedindex,5.14
LIFTcomputedusingvirtualtemperature,5.11
SWEATindex,60.40
Kindex,-21.80
Crosstotalsindex,18.20
Verticaltotalsindex,21.50
Totalstotalsindex,39.70
ConvectiveAvailablePotentialEnergy,17.67
CAPEusingvirtualtemperature,23.93
ConvectiveInhibition,-3.86
CINSusingvirtualtemperature,-0.78
EquilibrumLevel,795.55
EquilibrumLevelusingvirtualtemperature,794.22
LevelofFreeConvection,866.83
LFCTusingvirtualtemperature,875.12
BulkRichardsonNumber,1.38
BulkRichardsonNumberusingCAPV,1.87
Temp[K]oftheLiftedCondensationLevel,280.10
Pres[hPa]oftheLiftedCondensationLevel,880.03
Meanmixedlayerpotentialtemperature,290.53
Meanmixedlayermixingratio,7.18
1000hPato500hPathickness,5556.00
Precipitablewater[mm]forentiresounding,17.77
