Stationidentifier,YBBN
Stationnumber,94578
Observationtime,140412/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,2.52
Liftedindex,2.47
LIFTcomputedusingvirtualtemperature,1.93
SWEATindex,203.61
Kindex,26.10
Crosstotalsindex,18.30
Verticaltotalsindex,24.30
Totalstotalsindex,42.60
ConvectiveAvailablePotentialEnergy,47.30
CAPEusingvirtualtemperature,71.34
ConvectiveInhibition,-235.89
CINSusingvirtualtemperature,-202.93
EquilibrumLevel,572.89
EquilibrumLevelusingvirtualtemperature,571.82
LevelofFreeConvection,660.51
LFCTusingvirtualtemperature,670.92
BulkRichardsonNumber,2.16
BulkRichardsonNumberusingCAPV,3.26
Temp[K]oftheLiftedCondensationLevel,286.74
Pres[hPa]oftheLiftedCondensationLevel,862.31
Meanmixedlayerpotentialtemperature,299.15
Meanmixedlayermixingratio,11.49
1000hPato500hPathickness,5709.00
Precipitablewater[mm]forentiresounding,34.22
