Stationidentifier,YBBN
Stationnumber,94578
Observationtime,161215/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,8.66
Liftedindex,6.07
LIFTcomputedusingvirtualtemperature,5.54
SWEATindex,93.80
Kindex,-5.50
Crosstotalsindex,10.10
Verticaltotalsindex,23.10
Totalstotalsindex,33.20
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,287.62
Pres[hPa]oftheLiftedCondensationLevel,893.73
Meanmixedlayerpotentialtemperature,297.02
Meanmixedlayermixingratio,11.77
1000hPato500hPathickness,5734.00
Precipitablewater[mm]forentiresounding,25.40
