Stationidentifier,YBBN
Stationnumber,94578
Observationtime,141130/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,11.33
Liftedindex,5.33
LIFTcomputedusingvirtualtemperature,5.10
SWEATindex,17.00
Kindex,9.90
Crosstotalsindex,10.30
Verticaltotalsindex,21.30
Totalstotalsindex,31.60
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,282.58
Pres[hPa]oftheLiftedCondensationLevel,857.04
Meanmixedlayerpotentialtemperature,295.33
Meanmixedlayermixingratio,8.75
1000hPato500hPathickness,5641.00
Precipitablewater[mm]forentiresounding,21.22
