Stationidentifier,YBBN
Stationnumber,94578
Observationtime,130831/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,3.79
Liftedindex,3.60
LIFTcomputedusingvirtualtemperature,3.45
SWEATindex,111.81
Kindex,29.20
Crosstotalsindex,17.70
Verticaltotalsindex,26.70
Totalstotalsindex,44.40
ConvectiveAvailablePotentialEnergy,1.25
CAPEusingvirtualtemperature,3.14
ConvectiveInhibition,-297.28
CINSusingvirtualtemperature,-272.74
EquilibrumLevel,681.04
EquilibrumLevelusingvirtualtemperature,676.78
LevelofFreeConvection,699.17
LFCTusingvirtualtemperature,702.66
BulkRichardsonNumber,0.05
BulkRichardsonNumberusingCAPV,0.12
Temp[K]oftheLiftedCondensationLevel,284.71
Pres[hPa]oftheLiftedCondensationLevel,913.90
Meanmixedlayerpotentialtemperature,292.14
Meanmixedlayermixingratio,9.46
1000hPato500hPathickness,5622.00
Precipitablewater[mm]forentiresounding,26.02
