Stationidentifier,YBBN
Stationnumber,94578
Observationtime,110319/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,1.82
Liftedindex,0.71
LIFTcomputedusingvirtualtemperature,0.60
SWEATindex,213.81
Kindex,33.70
Crosstotalsindex,20.70
Verticaltotalsindex,21.30
Totalstotalsindex,42.00
ConvectiveAvailablePotentialEnergy,10.11
CAPEusingvirtualtemperature,14.67
ConvectiveInhibition,-7.37
CINSusingvirtualtemperature,-5.20
EquilibrumLevel,764.24
EquilibrumLevelusingvirtualtemperature,758.58
LevelofFreeConvection,880.89
LFCTusingvirtualtemperature,898.88
BulkRichardsonNumber,0.18
BulkRichardsonNumberusingCAPV,0.26
Temp[K]oftheLiftedCondensationLevel,291.81
Pres[hPa]oftheLiftedCondensationLevel,954.02
Meanmixedlayerpotentialtemperature,295.78
Meanmixedlayermixingratio,14.41
1000hPato500hPathickness,5718.00
Precipitablewater[mm]forentiresounding,53.44
