Stationidentifier,YBBN
Stationnumber,94578
Observationtime,111111/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,11.55
Liftedindex,0.06
LIFTcomputedusingvirtualtemperature,-0.46
SWEATindex,40.02
Kindex,9.70
Crosstotalsindex,2.30
Verticaltotalsindex,26.30
Totalstotalsindex,28.60
ConvectiveAvailablePotentialEnergy,130.40
CAPEusingvirtualtemperature,183.29
ConvectiveInhibition,-8.70
CINSusingvirtualtemperature,-7.26
EquilibrumLevel,298.65
EquilibrumLevelusingvirtualtemperature,297.48
LevelofFreeConvection,900.42
LFCTusingvirtualtemperature,901.02
BulkRichardsonNumber,5.08
BulkRichardsonNumberusingCAPV,7.15
Temp[K]oftheLiftedCondensationLevel,289.62
Pres[hPa]oftheLiftedCondensationLevel,929.29
Meanmixedlayerpotentialtemperature,295.77
Meanmixedlayermixingratio,12.86
1000hPato500hPathickness,5695.00
Precipitablewater[mm]forentiresounding,30.28
