Stationidentifier,YBBN
Stationnumber,94578
Observationtime,140422/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,7.40
Liftedindex,1.76
LIFTcomputedusingvirtualtemperature,1.35
SWEATindex,67.79
Kindex,-10.50
Crosstotalsindex,14.10
Verticaltotalsindex,24.10
Totalstotalsindex,38.20
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.16
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,-18.22
EquilibrumLevelusingvirtualtemperature,813.32
LFCTusingvirtualtemperature,821.29
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.06
Temp[K]oftheLiftedCondensationLevel,286.44
Pres[hPa]oftheLiftedCondensationLevel,904.99
Meanmixedlayerpotentialtemperature,294.74
Meanmixedlayermixingratio,10.72
1000hPato500hPathickness,5672.00
Precipitablewater[mm]forentiresounding,19.90
