Stationidentifier,YBBN
Stationnumber,94578
Observationtime,101201/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,3.15
Liftedindex,-0.25
LIFTcomputedusingvirtualtemperature,-0.62
SWEATindex,163.01
Kindex,31.40
Crosstotalsindex,20.30
Verticaltotalsindex,22.30
Totalstotalsindex,42.60
ConvectiveAvailablePotentialEnergy,56.49
CAPEusingvirtualtemperature,96.62
ConvectiveInhibition,-6.09
CINSusingvirtualtemperature,-4.77
EquilibrumLevel,420.72
EquilibrumLevelusingvirtualtemperature,399.37
LevelofFreeConvection,902.48
LFCTusingvirtualtemperature,905.25
BulkRichardsonNumber,7.93
BulkRichardsonNumberusingCAPV,13.56
Temp[K]oftheLiftedCondensationLevel,290.65
Pres[hPa]oftheLiftedCondensationLevel,955.97
Meanmixedlayerpotentialtemperature,294.44
Meanmixedlayermixingratio,13.36
1000hPato500hPathickness,5676.00
Precipitablewater[mm]forentiresounding,43.52
