Stationidentifier,YBBN
Stationnumber,94578
Observationtime,140407/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,6.91
Liftedindex,7.03
LIFTcomputedusingvirtualtemperature,6.62
SWEATindex,197.17
Kindex,27.60
Crosstotalsindex,16.50
Verticaltotalsindex,18.90
Totalstotalsindex,35.40
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,286.60
Pres[hPa]oftheLiftedCondensationLevel,915.21
Meanmixedlayerpotentialtemperature,293.96
Meanmixedlayermixingratio,10.71
1000hPato500hPathickness,5679.00
Precipitablewater[mm]forentiresounding,32.07
