Stationidentifier,YBBN
Stationnumber,94578
Observationtime,141109/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,8.37
Liftedindex,7.72
LIFTcomputedusingvirtualtemperature,7.44
SWEATindex,59.61
Kindex,-14.10
Crosstotalsindex,10.10
Verticaltotalsindex,25.10
Totalstotalsindex,35.20
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,283.73
Pres[hPa]oftheLiftedCondensationLevel,880.75
Meanmixedlayerpotentialtemperature,294.22
Meanmixedlayermixingratio,9.19
1000hPato500hPathickness,5708.00
Precipitablewater[mm]forentiresounding,19.20
