Stationidentifier,YBBN
Stationnumber,94578
Observationtime,160430/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,10.19
Liftedindex,2.10
LIFTcomputedusingvirtualtemperature,1.70
SWEATindex,74.59
Kindex,21.70
Crosstotalsindex,9.90
Verticaltotalsindex,21.90
Totalstotalsindex,31.80
ConvectiveAvailablePotentialEnergy,56.56
CAPEusingvirtualtemperature,95.41
ConvectiveInhibition,-9.75
CINSusingvirtualtemperature,-7.11
EquilibrumLevel,351.18
EquilibrumLevelusingvirtualtemperature,348.68
LevelofFreeConvection,903.89
LFCTusingvirtualtemperature,922.84
BulkRichardsonNumber,8.57
BulkRichardsonNumberusingCAPV,14.46
Temp[K]oftheLiftedCondensationLevel,291.23
Pres[hPa]oftheLiftedCondensationLevel,957.88
Meanmixedlayerpotentialtemperature,294.85
Meanmixedlayermixingratio,13.83
1000hPato500hPathickness,5713.00
Precipitablewater[mm]forentiresounding,35.20
