Stationidentifier,YBBN
Stationnumber,94578
Observationtime,131127/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,6.24
Liftedindex,5.44
LIFTcomputedusingvirtualtemperature,5.16
SWEATindex,131.81
Kindex,-12.60
Crosstotalsindex,19.20
Verticaltotalsindex,20.50
Totalstotalsindex,39.70
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,281.95
Pres[hPa]oftheLiftedCondensationLevel,866.63
Meanmixedlayerpotentialtemperature,293.73
Meanmixedlayermixingratio,8.28
1000hPato500hPathickness,5639.00
Precipitablewater[mm]forentiresounding,17.83
