Stationidentifier,YBBN
Stationnumber,94578
Observationtime,140703/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,8.47
Liftedindex,12.39
LIFTcomputedusingvirtualtemperature,12.27
SWEATindex,81.41
Kindex,-16.20
Crosstotalsindex,16.80
Verticaltotalsindex,21.10
Totalstotalsindex,37.90
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,276.44
Pres[hPa]oftheLiftedCondensationLevel,871.10
Meanmixedlayerpotentialtemperature,287.58
Meanmixedlayermixingratio,5.62
1000hPato500hPathickness,5597.00
Precipitablewater[mm]forentiresounding,14.36
