Stationidentifier,YBBN
Stationnumber,94578
Observationtime,100520/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,4.08
Liftedindex,4.19
LIFTcomputedusingvirtualtemperature,3.98
SWEATindex,109.18
Kindex,9.40
Crosstotalsindex,20.60
Verticaltotalsindex,24.30
Totalstotalsindex,44.90
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,282.56
Pres[hPa]oftheLiftedCondensationLevel,905.04
Meanmixedlayerpotentialtemperature,290.75
Meanmixedlayermixingratio,8.26
1000hPato500hPathickness,5582.00
Precipitablewater[mm]forentiresounding,21.86
