Stationidentifier,YBBN
Stationnumber,94578
Observationtime,100304/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,6.24
Liftedindex,5.84
LIFTcomputedusingvirtualtemperature,5.34
SWEATindex,197.41
Kindex,25.50
Crosstotalsindex,16.80
Verticaltotalsindex,17.10
Totalstotalsindex,33.90
ConvectiveAvailablePotentialEnergy,2.66
CAPEusingvirtualtemperature,3.94
ConvectiveInhibition,-8.17
CINSusingvirtualtemperature,-5.29
EquilibrumLevel,847.71
EquilibrumLevelusingvirtualtemperature,845.85
LevelofFreeConvection,878.03
LFCTusingvirtualtemperature,882.69
BulkRichardsonNumber,0.12
BulkRichardsonNumberusingCAPV,0.18
Temp[K]oftheLiftedCondensationLevel,288.41
Pres[hPa]oftheLiftedCondensationLevel,899.90
Meanmixedlayerpotentialtemperature,297.25
Meanmixedlayermixingratio,12.27
1000hPato500hPathickness,5736.00
Precipitablewater[mm]forentiresounding,44.69
