PRES,HGHT,TEMP,DWPT,RELH,MIXR,DRCT,SKNT,THTA,THTE,THTV
1014.0,5,18.6,5.6,42,5.65,285,13,290.6,307.0,291.6
1000.0,126,17.8,5.8,45,5.81,280,17,290.9,307.9,292.0
950.0,562,14.0,2.0,44,4.68,265,27,291.4,305.2,292.2
944.0,615,15.0,1.0,39,4.38,263,28,292.9,306.0,293.7
933.0,714,14.5,-0.0,37,4.11,260,30,293.4,305.7,294.2
925.0,787,14.2,-0.8,36,3.92,260,30,293.8,305.6,294.5
850.0,1495,10.0,-3.0,40,3.62,280,33,296.6,307.7,297.3
835.0,1643,9.0,-2.0,46,3.97,280,34,297.1,309.1,297.8
806.0,1935,9.0,-8.0,29,2.61,280,37,300.1,308.3,300.6
805.0,1945,8.9,-7.0,32,2.83,280,37,300.1,309.0,300.6
799.0,2007,8.4,-0.6,53,4.61,281,36,300.2,314.3,301.0
762.0,2397,4.8,-0.2,70,4.97,286,33,300.4,315.6,301.3
760.0,2418,4.8,-2.2,60,4.30,287,32,300.6,313.8,301.4
756.0,2461,6.2,-23.8,10,0.74,287,32,302.6,305.1,302.7
742.0,2615,8.0,-41.0,2,0.14,289,30,306.2,306.7,306.2
738.0,2659,7.7,-40.6,2,0.15,290,30,306.4,306.9,306.4
715.0,2918,6.2,-38.3,2,0.20,280,34,307.5,308.2,307.5
700.0,3092,5.2,-36.8,3,0.23,280,37,308.2,309.1,308.3
668.0,3472,3.0,-45.0,1,0.10,278,43,309.9,310.3,309.9
655.0,3631,2.2,-26.8,10,0.66,277,45,310.7,313.1,310.9
633.0,3906,-0.1,-17.1,27,1.59,275,49,311.2,316.5,311.5
632.0,3918,-0.2,-17.6,26,1.53,275,49,311.2,316.4,311.5
588.0,4491,-4.3,-40.3,4,0.19,282,47,312.9,313.6,312.9
569.0,4749,-5.9,-40.9,4,0.19,285,46,314.0,314.7,314.0
541.0,5141,-8.8,-26.5,22,0.82,290,45,315.1,318.0,315.3
521.0,5433,-10.9,-15.7,68,2.17,292,54,315.9,323.3,316.4
511.0,5582,-10.5,-11.7,91,3.07,294,58,318.2,328.5,318.8
500.0,5750,-10.9,-12.4,89,2.97,295,63,319.7,329.7,320.3
488.0,5936,-12.5,-13.3,94,2.83,293,67,319.9,329.5,320.5
482.0,6031,-11.5,-16.4,67,2.21,292,69,322.3,330.0,322.8
462.0,6355,-13.5,-22.5,47,1.37,288,76,323.8,328.6,324.0
426.0,6968,-16.9,-19.6,80,1.91,281,88,327.0,333.8,327.4
423.0,7021,-16.9,-20.5,74,1.78,281,90,327.7,334.0,328.0
419.0,7093,-16.5,-28.5,35,0.88,280,91,329.1,332.3,329.2
411.0,7237,-17.3,-33.3,24,0.56,280,92,329.9,332.0,330.0
400.0,7440,-18.7,-28.7,41,0.90,280,93,330.6,334.0,330.8
389.0,7647,-20.5,-27.5,54,1.03,286,93,330.9,334.7,331.1
375.0,7918,-20.9,-35.3,26,0.51,295,94,333.9,335.9,334.0
374.0,7937,-20.9,-35.9,25,0.48,295,94,334.1,336.0,334.2
338.0,8675,-27.5,-36.5,42,0.50,288,99,334.9,336.9,335.0
326.0,8933,-29.5,-32.5,75,0.77,286,100,335.6,338.6,335.8
317.0,9132,-31.1,-37.1,56,0.50,284,102,336.1,338.1,336.2
300.0,9520,-34.5,-39.4,61,0.42,280,104,336.6,338.3,336.7
