Stationidentifier,YBBN
Stationnumber,94578
Observationtime,150922/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,4.68
Liftedindex,0.79
LIFTcomputedusingvirtualtemperature,0.49
SWEATindex,166.45
Kindex,16.10
Crosstotalsindex,17.30
Verticaltotalsindex,27.30
Totalstotalsindex,44.60
ConvectiveAvailablePotentialEnergy,115.57
CAPEusingvirtualtemperature,162.75
ConvectiveInhibition,-123.01
CINSusingvirtualtemperature,-92.20
EquilibrumLevel,510.05
EquilibrumLevelusingvirtualtemperature,506.17
LevelofFreeConvection,756.23
LFCTusingvirtualtemperature,774.42
BulkRichardsonNumber,2.27
BulkRichardsonNumberusingCAPV,3.19
Temp[K]oftheLiftedCondensationLevel,283.25
Pres[hPa]oftheLiftedCondensationLevel,887.57
Meanmixedlayerpotentialtemperature,293.07
Meanmixedlayermixingratio,8.82
1000hPato500hPathickness,5554.00
Precipitablewater[mm]forentiresounding,18.96
