"","X","Stationidentifier","Stationnumber","Observationtime","Stationlatitude","Stationlongitude","Stationelevation","Showalterindex","Liftedindex","LIFTcomputedusingvirtualtemperature","SWEATindex","Kindex","Crosstotalsindex","Verticaltotalsindex","Totalstotalsindex","ConvectiveAvailablePotentialEnergy","CAPEusingvirtualtemperature","ConvectiveInhibition","CINSusingvirtualtemperature","EquilibrumLevel","EquilibrumLevelusingvirtualtemperature","LevelofFreeConvection","LFCTusingvirtualtemperature","BulkRichardsonNumber","BulkRichardsonNumberusingCAPV","Temp.K.oftheLiftedCondensationLevel","Pres.hPa.oftheLiftedCondensationLevel","Meanmixedlayerpotentialtemperature","Meanmixedlayermixingratio","X1000hPato500hPathickness","Precipitablewater.mm.forentiresounding","TS"
"234",1,"YBBN",94578,"110203/0000",-27.38,153.13,5,3.44,0.25,-0.55,183.21,17.4,17.6,21.3,38.9,134.89,214.74,-21.03,-13.41,330.29,329.18,864.39,874.75,149.39,237.83,292.81,927.9,299.15,15.82,5780,38.46,0
"235",1,"YBBN",94578,"110204/0000",-27.38,153.13,5,7.26,0.67,-0.16,146.41,-5.7,13.1,21.1,34.2,195.27,258.78,-318.5,-5.91,271.22,269.86,472.67,917.55,30.19,40,293.18,934.34,298.94,16.08,5786,29.41,0
"236",1,"YBBN",94578,"110205/0000",-27.38,153.13,5,2.33,-0.78,-1.54,229.21,25.8,18.4,22.7,41.1,297.1,394.01,-228.11,-123.5,218.47,218.27,583.63,608.15,26.6,35.28,293.1,931.59,299.11,16.03,5785,43.22,0
"237",1,"YBBN",94578,"110206/0000",-27.38,153.13,5,0.33,-2.17,-2.92,246.82,30,20.4,22.1,42.5,1249.21,1445.7,-17.27,-8.43,183.7,183.57,895.69,909.22,132.28,153.08,295.71,964.4,298.8,18.26,5787,53.87,0
"238",1,"YBBN",94578,"110209/0000",-27.38,153.13,5,6.59,3.94,3.44,168.19,25.4,16.7,19.3,36,11.13,20.84,-3.54,-0.46,801.62,799.87,863.3,897.88,2.72,5.1,287.79,901.54,296.45,11.77,5706,35.47,0
"239",1,"YBBN",94578,"110210/0000",-27.38,153.13,5,6.7,4.3,3.82,159.41,-0.2,16.6,19.1,35.7,1.68,8.1,-12.85,-8.09,775.34,772.38,864.25,875.66,0.81,3.9,287.71,901.94,296.33,11.7,5713,28.41,0
"240",1,"YBBN",94578,"110211/0000",-27.38,153.13,5,5.25,2.14,1.72,168,-7.3,17.5,20.7,38.2,21.39,36.65,-21.39,-10.79,731.8,731.35,854.13,899.47,4.72,8.09,290.42,943.94,295.26,13.33,5718,33.59,0
"241",1,"YBBN",94578,"110213/0000",-27.38,153.13,5,4.18,0.68,0.29,169.19,5.6,17.8,21.1,38.9,30.61,98.92,-2.44,-1.41,296.07,295.77,917.81,923.16,12.8,41.38,291.32,925.46,297.85,14.41,5729,35.91,0
"242",1,"YBBN",94578,"110214/0000",-27.38,153.13,5,4.3,0.42,-0.11,178.61,25.2,18,20.9,38.9,110.39,213.12,-8.84,-2.41,325.71,323.27,883.2,908.84,12.41,23.95,290.92,917.84,298.15,14.17,5727,40.28,0
"243",1,"YBBN",94578,"110215/0000",-27.38,153.13,5,3.37,-1.48,-2.01,180.4,17.3,18.7,22.1,40.8,476.21,659.57,-0.2,0,204.95,204.78,944.23,950.01,40.71,56.39,292.9,950.78,297.17,15.51,5716,40.36,0
"244",1,"YBBN",94578,"110226/0000",-27.38,153.13,5,5.91,3.31,2.86,161.79,20.5,17.7,19.1,36.8,43.57,74.12,-1.04,-0.5,678.16,673.06,886.14,892.77,3.08,5.24,288.02,900.58,296.78,11.95,5705,29.56,0
"245",1,"YBBN",94578,"110227/0000",-27.38,153.13,5,5.87,3.21,2.74,142.6,26.6,16.5,20.5,37,15.53,28.64,-74.04,-48.07,665.59,658.84,724.54,739.7,0.54,1,287.74,884.02,298.07,11.97,5709,33.96,0
"246",1,"YBBN",94578,"110228/0000",-27.38,153.13,5,4.61,1.63,1.09,111.8,28.4,14.7,25.7,40.4,0.87,4.43,-309.39,-257.57,532.48,519.43,542.73,548.16,0.07,0.36,288.82,894.73,298.17,12.69,5730,40.1,0
"247",1,"YBBN",94578,"110301/0000",-27.38,153.13,5,5.22,0.77,0.1,96.98,24.1,13.1,26.1,39.2,95.82,166.39,-310.92,-233.53,327.41,325.09,654.56,675.39,23.01,39.96,290.39,900.87,299.2,13.95,5759,34.01,0
"248",1,"YBBN",94578,"110302/0000",-27.38,153.13,5,1.82,-0.86,-1.16,122.8,32.6,16.7,28.7,45.4,176.87,219.41,-327.09,-273.33,347.88,347.6,688.53,698.34,88.16,109.36,290.72,920.82,297.67,13.95,5743,42.85,0
"249",1,"YBBN",94578,"110303/0000",-27.38,153.13,5,3.97,-0.88,-1.17,148.41,26.5,15.3,25.3,40.6,76.74,148.77,-179.96,-124.99,335.92,335.59,682.9,714.47,7.37,14.3,291.45,901.03,300.27,14.95,5775,44.84,1
"250",1,"YBBN",94578,"110304/0000",-27.38,153.13,5,1.3,0.23,0.15,221.79,35.6,20.2,21.3,41.5,19.48,37.21,-0.04,0,530.61,524.61,949.85,955.65,0.24,0.46,294.15,975.81,296.22,16.34,5757,60.39,0
"251",1,"YBBN",94578,"110305/0000",-27.38,153.13,5,4.6,2.81,2.71,350.62,31.3,17.8,18.9,36.7,41.23,60.81,-14.96,-10.48,705.04,701.89,893.58,904.02,3.41,5.02,291.88,948.01,296.38,14.58,5724,52.75,0
"252",1,"YBBN",94578,"110306/0000",-27.38,153.13,5,7.41,4.55,4.18,170.58,-12.7,16.5,19.5,36,1.02,4.44,-15.15,-10.2,835.01,831.71,855.39,869.89,0.18,0.77,286.49,903.35,294.94,10.78,5684,24.69,0
"253",1,"YBBN",94578,"110307/0000",-27.38,153.13,5,10.31,7.26,6.9,161.02,-24.8,13.8,16.7,30.5,36.81,49,-12.06,-7.18,745.5,743.6,864.43,875.9,14.47,19.26,286.04,897.57,295.02,10.53,5694,26.66,0
"254",1,"YBBN",94578,"110308/0000",-27.38,153.13,5,8.99,6.31,5.92,157.39,-6.3,15.1,17.5,32.6,16.86,25.01,-17.63,-14.25,784.08,783.74,889.03,893.92,1.65,2.44,287.51,926.1,293.9,11.25,5708,27.18,0
"255",1,"YBBN",94578,"110309/0000",-27.38,153.13,5,9.74,5.65,5.22,112.2,-24.1,13.7,18.3,32,30.91,47.96,-7.76,-2.42,764.11,759.8,851.07,869.33,29.32,45.49,286.08,886.97,296.06,10.68,5707,26.7,0
"256",1,"YBBN",94578,"110311/0000",-27.38,153.13,5,4.7,1.43,1.28,154.41,7.1,18.3,20.9,39.2,58.85,83.8,-4.63,-2.99,519.79,519.19,892.06,902.42,12.47,17.76,289.16,911.45,296.93,12.73,5694,39.01,0
"257",1,"YBBN",94578,"110312/0000",-27.38,153.13,5,0.1,-3.88,-4.28,168.59,17.1,22.5,25.3,47.8,645.88,761.43,0,0,263.71,262.99,926.48,926.48,259.13,305.48,290.83,926.48,297.26,13.95,5683,40.95,0
"258",1,"YBBN",94578,"110313/0000",-27.38,153.13,5,1.61,-2.01,-2.41,173.6,5.5,21.1,23.7,44.8,287.72,411.02,-7.92,-2.76,337.97,335.38,888.81,907.97,30.82,44.02,290.7,930.46,296.76,13.77,5684,32.47,0
"259",1,"YBBN",94578,"110314/0000",-27.38,153.13,5,7.52,0.66,0.39,104.58,-1.1,14.1,22.1,36.2,12.85,46.31,-13.18,-0.26,620.26,590.11,845.44,907.81,184.44,664.44,289.99,923.15,296.7,13.26,5710,31.48,0
"260",1,"YBBN",94578,"110316/0000",-27.38,153.13,5,4.35,0.21,-0.4,141.8,24,17.8,22.1,39.9,45.01,99.88,-14.88,-7.97,489.93,481.11,855.28,888.36,5.47,12.13,290.94,933.73,296.71,13.93,5711,34.86,0
"261",1,"YBBN",94578,"110317/0000",-27.38,153.13,5,3.44,-0.02,-0.43,163.81,26.5,18.1,23.1,41.2,93.02,153.27,-15.04,-10.54,399.58,395.13,879.72,885.72,12.4,20.44,291.1,931.05,297.12,14.12,5716,42.08,0
"262",1,"YBBN",94578,"110318/0000",-27.38,153.13,5,1.45,-1.02,-1.24,169.99,27.1,20.9,23.1,44,173.25,241.56,-10.5,-4.4,342.07,341.98,876.14,901.87,105.77,147.46,291.06,933.08,296.9,14.07,5697,44.47,0
"263",1,"YBBN",94578,"110319/0000",-27.38,153.13,5,1.82,0.71,0.6,213.81,33.7,20.7,21.3,42,10.11,14.67,-7.37,-5.2,764.24,758.58,880.89,898.88,0.18,0.26,291.81,954.02,295.78,14.41,5718,53.44,0
"264",1,"YBBN",94578,"110320/0000",-27.38,153.13,5,1,0.71,0.51,223.41,35.1,20.5,21.3,41.8,15.25,20.55,0,0,416.2,411.23,962.28,964.12,0.74,1,293.85,975.53,295.95,16.03,5753,55.15,0
"265",1,"YBBN",94578,"110321/0000",-27.38,153.13,5,2.1,0.79,-0.01,203.57,29.2,18.6,21.9,40.5,26.86,61.98,-178.43,-127,261.56,261.41,615.6,637.71,2.89,6.67,293.21,943.69,298.12,15.93,5784,44.78,0
"266",1,"YBBN",94578,"110322/0000",-27.38,153.13,5,1.74,-1.95,-2.78,198.38,19.3,18.1,24.1,42.2,452.99,581.31,-75.47,-48.68,216.71,216.1,800.5,819.22,26.11,33.51,294.12,932,300.11,17.1,5810,40.75,0
"267",1,"YBBN",94578,"110326/0000",-27.38,153.13,5,4.39,-1.38,-1.93,117.41,-7.1,17.7,24.7,42.4,96.9,180.82,-14.02,-4.57,419.99,417.19,843.47,868.36,4.41,8.23,288.44,903.38,296.95,12.25,5680,24.46,0
"268",1,"YBBN",94578,"110328/0000",-27.38,153.13,5,5.4,2.46,2.02,160.61,-5.7,18.9,20.5,39.4,26.54,44.41,-6.35,-3.56,747.02,740.56,900.4,904.6,25.95,43.42,287.23,910.58,295.04,11.23,5664,27.54,0
"269",1,"YBBN",94578,"110329/0000",-27.38,153.13,5,3.98,0.71,0.54,156.82,-12.2,20.2,21.9,42.1,61.1,73.61,-8.1,-3.27,747.82,746.64,884.42,891.98,4.68,5.64,287.07,898.94,295.96,11.25,5666,31.48,0
"270",1,"YBBN",94578,"110330/0000",-27.38,153.13,5,0.75,0.64,0.34,185.79,32.7,22.6,23.1,45.7,2.45,5.01,-119.99,-95.97,469.33,467.08,488.49,493.04,2.36,4.81,290.49,971.53,292.92,13,5667,44.98,0
"271",1,"YBBN",94578,"110331/0000",-27.38,153.13,5,1.22,-2.04,-2.55,187.2,28.7,21.7,24.1,45.8,479.46,581.3,-0.25,-0.13,394.3,386.6,948.93,958.09,110.37,133.81,291.41,960.26,294.82,13.95,5657,40.41,0
"272",1,"YBBN",94578,"110401/0000",-27.38,153.13,5,3.92,0.33,-0.19,155.79,23.4,19.4,22.5,41.9,226.8,347.08,-4.38,-1.38,331.6,325.9,910.96,918.68,81.92,125.37,288.92,925.11,295.43,12.34,5654,31.41,0
"273",1,"YBBN",94578,"110402/0000",-27.38,153.13,5,3.77,0.46,0.02,107.59,25.5,18.7,24.7,43.4,119.1,173.8,-88.8,-52.11,398.71,392.69,732.7,748.28,25.12,36.66,288,925.5,294.45,11.61,5633,30.28,1
"274",1,"YBBN",94578,"110403/0000",-27.38,153.13,5,2,-1.97,-2.36,130.59,20.9,21.1,26.1,47.2,184.86,281.28,-5.64,-4.24,418.38,414.47,904.97,909.44,669.78,1019.11,287.95,924.05,294.54,11.59,5624,30.59,0
"275",1,"YBBN",94578,"110404/0000",-27.38,153.13,5,5.36,0.95,0.59,117.81,1.4,18.6,23.5,42.1,27.89,47.57,-17.04,-10.31,764.38,760.02,857.93,873.38,3.28,5.59,285.32,896.56,294.37,10.04,5620,21.77,0
"276",1,"YBBN",94578,"110405/0000",-27.38,153.13,5,0.5,0.16,-0.23,173.6,29.3,23.9,24.5,48.4,7.29,17.77,-48.41,-35.22,460.54,455.34,656.45,689.3,1.2,2.92,288.53,965.77,291.43,11.52,5615,33.07,0
"277",1,"YBBN",94578,"110406/0000",-27.38,153.13,5,5.49,0.48,0.15,124.41,9.7,19.1,23.5,42.6,26.69,61.09,-14.77,-8.41,503.61,501.31,883.77,898.32,3.76,8.6,286.06,923.47,292.66,10.24,5591,23.43,0
"278",1,"YBBN",94578,"110407/0000",-27.38,153.13,5,2.76,-0.8,-1.12,126.01,0.1,21.1,26.1,47.2,47.53,67.19,-41.12,-27.74,468.1,465.9,831.26,849.43,5.12,7.24,286.28,927.33,292.53,10.35,5597,24.06,0
"279",1,"YBBN",94578,"110408/0000",-27.38,153.13,5,0.22,-1.79,-1.91,192.18,26.3,24.3,25.7,50,200.1,243.26,-9.8,-9.28,351.52,349.39,921.94,923.16,6.11,7.42,289.17,976.37,291.16,11.87,5599,34.55,0
"280",1,"YBBN",94578,"110409/0000",-27.38,153.13,5,3.04,0.58,0.19,132.99,15.4,21.2,23.9,45.1,25.45,66.94,-33.66,-25.61,514.68,505.03,868.43,875.87,8.39,22.06,286.9,927.18,293.18,10.79,5617,26.17,0
"281",1,"YBBN",94578,"110410/0000",-27.38,153.13,5,12.06,6.21,5.84,46.81,-15.5,10.1,19.1,29.2,0.84,17.48,-50.24,-30.23,776.1,587.66,797.55,838.51,0.2,4.27,286.84,920.61,293.71,10.81,5650,20.43,0
"282",1,"YBBN",94578,"110411/0000",-27.38,153.13,5,4.3,1.29,0.9,156.8,23.8,19,22.9,41.9,152.85,200.13,-36.92,-20.14,428.7,421.8,814.85,852.24,35.5,46.48,287.05,903.9,295.47,11.2,5632,27.88,1
"283",1,"YBBN",94578,"110414/0000",-27.38,153.13,5,7.62,2.71,2.24,117.18,-21.7,14.7,21.7,36.4,12.37,45.81,-54.37,-39.53,778.87,732.39,830.99,846.81,1.05,3.9,288.44,927.83,294.69,11.92,5672,23.33,0
"284",1,"YBBN",94578,"110415/0000",-27.38,153.13,5,11.73,3.48,3.01,59.58,2.7,8.9,20.9,29.8,14.98,55.87,-30.94,-13.6,744.16,708.99,812.62,872.64,1.74,6.5,288.75,931.95,294.63,12.11,5675,24.41,0
"285",1,"YBBN",94578,"110416/0000",-27.38,153.13,5,6.35,3.05,2.76,149.2,27.8,17.9,20.5,38.4,39.17,65.29,-27.13,-23.18,581.23,581.08,881.96,886.8,0.95,1.58,287.59,930.13,293.62,11.25,5627,34.75,0
"286",1,"YBBN",94578,"110418/0000",-27.38,153.13,5,2.66,0.56,0.38,168.58,31.8,21.2,23.9,45.1,0.4,1.54,-27.72,-18.78,746.29,744.62,766.8,853.12,0.01,0.03,289.25,971.69,291.64,11.99,5631,38.82,0
"287",1,"YBBN",94578,"110420/0000",-27.38,153.13,5,9.74,4.5,4.18,113.79,24.4,12.9,18.9,31.8,12.66,38.46,-5.06,-1.99,648.29,627.68,915.53,923.36,2.7,8.19,289.18,933.92,294.9,12.44,5682,36.77,0
"288",1,"YBBN",94578,"110421/0000",-27.38,153.13,5,9.8,0.47,-0.1,45.25,19.2,9.1,24.1,33.2,58.51,115.54,-36.51,-7.84,524.29,498.44,789.33,839.42,2.79,5.52,289.74,929.22,295.9,12.96,5677,34.65,0
"289",1,"YBBN",94578,"110422/0000",-27.38,153.13,5,3.56,0.07,-0.16,140.59,27.3,18.5,24.5,43,195.41,247.67,-101.15,-75.56,371.71,370.53,776.35,800.95,34.14,43.27,289.39,935.59,294.96,12.59,5669,32.18,0
"290",1,"YBBN",94578,"110423/0000",-27.38,153.13,5,1.39,-2.57,-3.03,141.21,19.2,21.6,25.1,46.7,1164.69,1324.69,-25.32,-14.72,235.53,235.41,872.53,893.1,951.04,1081.69,290.38,947.45,294.91,13.24,5652,29.21,0
"291",1,"YBBN",94578,"110424/0000",-27.38,153.13,5,4.77,0.77,0.33,126.82,13,18.6,23.1,41.7,155.59,225.46,-22.81,-9.86,263.81,263.44,850.54,890.5,82.72,119.87,287.76,921.33,294.58,11.48,5647,24.01,0
"292",1,"YBBN",94578,"110426/0000",-27.38,153.13,5,2.82,0.67,0.32,143.98,26.9,21.8,23.9,45.7,6.89,18.74,-23.12,-19.69,735.39,682.83,863.62,871.57,1.21,3.28,286.62,930.53,292.59,10.55,5609,29.73,0
"293",1,"YBBN",94578,"110427/0000",-27.38,153.13,5,4.82,2.31,2.04,150.41,-6.4,20.4,22.9,43.3,4.97,10.97,-25.38,-20.09,812.07,794.01,871.14,887.36,0.43,0.95,285.36,930.09,291.35,9.72,5590,21.76,0
"294",1,"YBBN",94578,"110428/0000",-27.38,153.13,5,2.06,0.46,0.2,155.38,30.8,23.7,24.3,48,18.6,25.74,-14.3,-12.23,699.07,697.3,892.27,896.27,1.61,2.22,286.95,966.13,289.8,10.38,5575,28.63,0
"295",1,"YBBN",94578,"110429/0000",-27.38,153.13,5,1.5,-0.46,-0.78,147.99,-2.5,23.3,25.5,48.8,42.89,81.4,-30.65,-23.2,415.42,412.53,850.74,858.81,8.39,15.93,285.61,919.5,292.55,9.98,5581,21.85,1
"296",1,"YBBN",94578,"110430/0000",-27.38,153.13,5,2.05,-0.4,-0.74,134.21,23.3,21.9,25.7,47.6,83.29,154.53,-33.97,-25.05,396.53,394.27,837.63,885.49,32.02,59.41,286.56,927.96,292.76,10.53,5590,27.74,0
"297",1,"YBBN",94578,"110503/0000",-27.38,153.13,5,-0.27,-2.99,-3.2,192.95,29.1,23.7,27.9,51.6,560.78,638.27,-54.91,-34.01,340.8,339.9,810.95,827.87,82.71,94.14,287.87,938.99,293.11,11.35,5595,28.39,1
"298",1,"YBBN",94578,"110504/0000",-27.38,153.13,5,2.79,1.2,0.98,100.19,26.8,21.5,26.1,47.6,8.64,16.53,-87.77,-72.07,714.88,420.82,776.9,789.42,15.65,29.96,284.08,916.25,291.28,9.05,5560,24.01,0
"299",1,"YBBN",94578,"110509/0000",-27.38,153.13,5,6.45,4.41,4.46,109.6,26.1,18.7,21.9,40.6,12,14.58,-34.86,-22.89,714.76,712.41,793.03,795.6,0.23,0.28,285.03,940.36,290.09,9.44,5564,31.13,0
"300",1,"YBBN",94578,"110510/0000",-27.38,153.13,5,3.4,1.28,1.1,60,21.5,19.3,29.3,48.6,41.37,58.16,-139.02,-117.62,626.55,604.12,747.77,755.43,2.84,3.99,281.03,908.35,288.87,7.41,5489,16.72,0
"301",1,"YBBN",94578,"110517/0000",-27.38,153.13,5,7.5,-0.01,-0.22,44,-25.1,10.7,28.7,39.4,0.13,13.51,-217.71,-70.63,478.84,473.17,495.16,812.14,0.01,1.29,282.75,919.79,289.6,8.23,5519,14.32,0
"302",1,"YBBN",94578,"110519/0000",-27.38,153.13,5,2.64,0.18,-0.31,160,-2.4,21,23.1,44.1,16.11,68.52,-27.46,-22.69,409.01,408.23,869.29,882.42,2.19,9.31,289.69,956.37,293.42,12.55,5649,27.69,0
"303",1,"YBBN",94578,"110521/0000",-27.38,153.13,5,3.42,1.89,1.59,118.41,24.6,21.2,23.9,45.1,6.15,18.31,-68.59,-56.67,536.42,534.42,673.71,693.91,0.36,1.06,287.38,968.5,290.04,10.65,5584,32.11,0
"304",1,"YBBN",94578,"110522/0000",-27.38,153.13,5,3.11,1.18,0.83,151.6,30,21.3,23.5,44.8,9.38,24.37,-34.16,-30.41,587.42,585.22,849.72,858.52,0.28,0.73,288.62,974.03,290.81,11.48,5607,32.98,0
"305",1,"YBBN",94578,"110523/0000",-27.38,153.13,5,1.85,1.05,0.84,188.82,29.7,21.2,25.5,46.7,19.47,27.25,-139.74,-116.69,688.32,685.46,753.45,759.36,0.3,0.43,287.09,932.72,292.88,10.86,5629,27.61,0
"306",1,"YBBN",94578,"110529/0000",-27.38,153.13,5,1.08,0.76,0.58,125.59,29.7,24.6,26.7,51.3,24.34,27.97,-186.88,-63.1,418.07,417.83,475.96,797.51,1.51,1.73,283.38,927.42,289.55,8.51,5534,24.55,0
"307",1,"YBBN",94578,"110612/0000",-27.38,153.13,5,1.55,2.83,2.61,145.94,24.9,24.5,24.5,49,28.78,34.57,-137.49,-135.59,563.96,562.99,640.19,643.99,0.39,0.47,285.6,975.89,287.62,9.38,5541,27.89,0
"308",1,"YBBN",94578,"110625/0000",-27.38,153.13,5,10.08,6.84,6.63,68.59,-5.5,14.7,20.7,35.4,1.01,4.58,-61.2,-45.7,786.84,781.75,807.44,824.75,0.37,1.68,283.43,937.73,288.69,8.45,5561,16.8,0
"309",1,"YBBN",94578,"110626/0000",-27.38,153.13,5,14.22,10.36,10.16,46.02,-32.3,10.9,16.9,27.8,0.83,2.33,-53.82,-42.27,812.26,811.22,828.09,853.8,0.11,0.31,281.77,911.67,289.33,7.77,5601,15.11,0
"310",1,"YBBN",94578,"110630/0000",-27.38,153.13,5,4.48,2.58,2.39,110.6,-11,22.4,24.7,47.1,20.84,26.44,-38.47,-33.52,775.82,773.18,856.84,864.77,0.89,1.13,282.71,947.88,287.08,7.98,5512,17.25,0
"311",1,"YBBN",94578,"110802/0000",-27.38,153.13,5,7.67,5.68,5.51,215.1,-3.9,15.7,24.7,40.4,0.91,4.25,-154.86,-125.8,742.39,736.31,757.24,767.69,0.12,0.54,281.1,917.72,288.1,7.37,5528,13.89,0
"312",1,"YBBN",94578,"110805/0000",-27.38,153.13,5,13.44,11.33,11.15,62,-18,12.6,16.5,29.1,2.59,4.32,-46.23,-36.62,783.56,782.66,817.82,828.33,0.05,0.09,280.68,901.76,289.11,7.3,5595,16.16,0
"313",1,"YBBN",94578,"110806/0000",-27.38,153.13,5,10.56,7.98,7.79,41.39,-23.1,13.7,20.7,34.4,8.25,14.94,-84.18,-66.16,745.67,742.74,787.15,797.53,0.64,1.15,281.95,915.63,289.15,7.82,5571,16.13,0
"314",1,"YBBN",94578,"110807/0000",-27.38,153.13,5,8.51,4.15,3.93,41.98,19.8,12.5,25.5,38,42.85,53.09,-129.39,-98.41,690.32,689.1,766.86,776.53,117.16,145.15,281.53,893.4,290.75,7.8,5543,15.98,0
"315",1,"YBBN",94578,"110808/0000",-27.38,153.13,5,2.41,1.31,1.1,122.8,24.5,21.1,28.1,49.2,138.74,168.42,-108.41,-86.67,514.91,512.82,737.22,753.8,1.95,2.36,282.42,906.29,290.49,8.17,5509,20.6,0
"316",1,"YBBN",94578,"110814/0000",-27.38,153.13,5,4.87,3.49,3.33,56.39,-13.4,21.8,24.5,46.3,25.26,30.47,-51.84,-44.81,726.35,725.3,823.98,831.6,2.2,2.65,280.9,916.29,288.02,7.28,5501,17.65,0
"317",1,"YBBN",94578,"110817/0000",-27.38,153.13,5,11.71,6.4,6.29,52.99,2.5,12.5,20.5,33,5.11,14.67,-12.57,-5.02,768.6,749.5,845.15,907.39,0.38,1.09,282.32,915.91,289.51,8.03,5556,23.21,0
"318",1,"YBBN",94578,"110818/0000",-27.38,153.13,5,-0.06,-1.24,-1.47,293.99,25.9,26.7,26.9,53.6,155.21,193.52,-15.26,-13.05,491,489.89,883.09,886.86,1.96,2.44,283.62,924.77,290.05,8.68,5510,24.2,0
"319",1,"YBBN",94578,"110822/0000",-27.38,153.13,5,1.72,1.29,1.13,198.82,25.2,25.6,26.3,51.9,0.11,0.48,-28.71,-25.17,839.36,834.91,849.45,849.23,0,0.02,282.41,945.63,286.97,7.82,5484,22.04,0
"320",1,"YBBN",94578,"110823/0000",-27.38,153.13,5,3.84,-0.41,-0.58,117.99,24.6,22.5,24.5,47,275.77,340.17,-2.25,-1.07,354.84,354.62,928.34,931.31,36.5,45.03,284.97,935.98,290.41,9.4,5523,25.11,0
"321",1,"YBBN",94578,"110829/0000",-27.38,153.13,5,7.52,1.13,0.82,52.99,-7.9,15.5,24.5,40,15.62,39.23,-0.63,-0.58,734.01,719.3,940.56,942.89,0.91,2.28,285.97,944.23,290.71,9.95,5573,17.94,0
"322",1,"YBBN",94578,"110830/0000",-27.38,153.13,5,3.97,1.13,0.95,51.89,22.1,18.3,28.3,46.6,13.07,15.47,-205.12,-169.53,561.51,560.13,636.25,642.4,1.43,1.7,283.17,917.25,290.26,8.52,5545,23.26,1
"323",1,"YBBN",94578,"110831/0000",-27.38,153.13,5,1.41,-0.6,-0.79,137.98,11.3,23.3,29.3,52.6,13.99,35.12,-119.36,-99.22,478.94,475.67,748.99,758.03,3.47,8.7,282.09,921.65,288.76,7.91,5501,16.84,0
"324",1,"YBBN",94578,"110901/0000",-27.38,153.13,5,5.35,1.87,1.63,67,-5.2,20,24.3,44.3,20.74,30.18,-23.93,-10.98,789.71,786.53,854.84,874.26,7.61,11.07,283.96,930.88,289.84,8.82,5547,16.83,0
"325",1,"YBBN",94578,"110902/0000",-27.38,153.13,5,6.23,1,0.78,45.01,18.1,18.1,25.1,43.2,89.54,130.12,-10.51,-4.36,616.94,610.05,890.85,904.43,43.25,62.86,283.94,926.93,290.17,8.85,5527,18.98,0
"326",1,"YBBN",94578,"110903/0000",-27.38,153.13,5,8.74,8.25,8.12,67.6,-21.8,18.4,20.9,39.3,0.42,1.09,-40.39,-34.5,809.86,808.61,824.7,826.9,0.93,2.4,276.98,866.8,288.54,5.87,5516,12.25,0
"327",1,"YBBN",94578,"110905/0000",-27.38,153.13,5,6.62,2.39,2.16,78.82,-18.8,20,22.3,42.3,64.75,84.39,-4.92,-1.42,740.67,737.45,921.12,929.12,42.78,55.76,284.04,934.48,289.61,8.85,5530,19.03,0
"328",1,"YBBN",94578,"110906/0000",-27.38,153.13,5,7.15,4.75,4.51,79.38,-18.7,19.1,21.1,40.2,21.93,37.86,-0.69,0,726.3,693.67,905.87,909.76,7.42,12.81,282.93,912.2,290.46,8.4,5543,19.96,0
"329",1,"YBBN",94578,"110907/0000",-27.38,153.13,5,3.92,-1.56,-1.83,24.98,-0.3,19.1,28.1,47.2,101.08,151.52,-42.28,-28.75,441.28,439.69,833.03,846.28,260.39,390.3,284.82,930.66,290.74,9.35,5544,17.74,0
"330",1,"YBBN",94578,"110909/0000",-27.38,153.13,5,4.15,1.82,1.75,168.17,19.4,20.4,24.3,44.7,8.63,22.55,-43.73,-8.34,688.3,671.16,740.96,896.95,0.16,0.43,285.04,924.37,291.53,9.56,5571,27.17,0
"331",1,"YBBN",94578,"110913/0000",-27.38,153.13,5,5.53,4.51,4.35,84.02,12.1,21.7,23.1,44.8,9.7,12.68,-6.68,-5.02,794.3,789.48,847.66,855.5,5.89,7.71,280.1,900.15,288.66,7.01,5507,17.23,0
"332",1,"YBBN",94578,"110921/0000",-27.38,153.13,5,2.84,-0.72,-0.96,43.79,6.3,17.9,29.9,47.8,109.41,127.74,-302.37,-228.45,367.27,366.96,529.86,540.54,2.06,2.41,283.49,886.08,293.47,8.99,5595,22.17,0
"333",1,"YBBN",94578,"110924/0000",-27.38,153.13,5,12.03,6.78,6.47,52,15.7,6.7,22.7,29.4,38.92,49.17,-201.36,-162.08,652.29,650.66,726.91,739.79,2.73,3.45,285.66,926.74,291.95,9.95,5627,22.44,0
"334",1,"YBBN",94578,"110925/0000",-27.38,153.13,5,3.09,3.41,3.12,139.59,23.7,18.9,26.9,45.8,28.76,36.54,-310.06,-276.42,579.2,578.5,634.74,641.74,0.44,0.56,283.61,898.34,292.45,8.94,5597,23.85,0
"335",1,"YBBN",94578,"110927/0000",-27.38,153.13,5,7.48,6.52,6.34,119.2,1,19.4,19.9,39.3,12.88,15.58,0,0,822.47,820.9,897.13,897.13,0.28,0.34,281.47,897.13,290.35,7.73,5565,19.33,0
"336",1,"YBBN",94578,"110928/0000",-27.38,153.13,5,6.21,7.24,7.21,89.41,1.5,17.3,23.3,40.6,0.21,0.62,-5.54,-3.72,868.76,868.44,879.13,881.44,0.01,0.02,281.71,895.72,290.73,7.87,5618,21.27,0
"337",1,"YBBN",94578,"110929/0000",-27.38,153.13,5,15.56,6.31,6.43,140.02,-21.5,-15.5,25.5,10,0,0,-23.74,-16.94,861.82,861.56,865.38,868.61,0,0,283.43,911.81,291.02,8.7,5618,26.05,0
