"","X","Stationidentifier","Stationnumber","Observationtime","Stationlatitude","Stationlongitude","Stationelevation","Showalterindex","Liftedindex","LIFTcomputedusingvirtualtemperature","SWEATindex","Kindex","Crosstotalsindex","Verticaltotalsindex","Totalstotalsindex","ConvectiveAvailablePotentialEnergy","CAPEusingvirtualtemperature","ConvectiveInhibition","CINSusingvirtualtemperature","EquilibrumLevel","EquilibrumLevelusingvirtualtemperature","LevelofFreeConvection","LFCTusingvirtualtemperature","BulkRichardsonNumber","BulkRichardsonNumberusingCAPV","Temp.K.oftheLiftedCondensationLevel","Pres.hPa.oftheLiftedCondensationLevel","Meanmixedlayerpotentialtemperature","Meanmixedlayermixingratio","X1000hPato500hPathickness","Precipitablewater.mm.forentiresounding","TS"
"1",1,"YBBN",94578,"100101/0000",-27.38,153.13,5,6.39,1.94,1.55,170.21,-6.3,16.3,19.1,35.4,18.69,39.69,-1.64,0,825.03,810.8,897.82,916.13,7.14,15.18,290.53,916.13,297.9,13.83,5729,38.21,0
"2",1,"YBBN",94578,"100102/0000",-27.38,153.13,5,1.46,0.13,-0.08,194.82,27.6,20.4,22.7,43.1,0.4,3.63,-225.75,-32.18,509.22,477.13,522.11,807.14,0.09,0.78,289.88,900.26,298.72,13.5,5739,42.36,0
"3",1,"YBBN",94578,"100103/0000",-27.38,153.13,5,0.11,-2.72,-3.17,218.42,35.5,20.6,23.5,44.1,828.68,984.69,-0.5,-0.01,252.08,251.33,911.17,913.19,126.12,149.87,293.24,913.2,300.97,16.52,5765,52.81,0
"4",1,"YBBN",94578,"100104/0000",-27.38,153.13,5,2.81,1.22,0.69,203.81,26.6,19.8,20.7,40.5,24.06,43.35,-3.74,-1.03,429.97,429.77,880.95,909.63,2.17,3.9,290.2,915.34,297.63,13.55,5722,42.65,0
"5",1,"YBBN",94578,"100105/0000",-27.38,153.13,5,2.81,2.45,1.96,200.4,20.7,19.7,20.5,40.2,6.08,14.33,-1.74,-0.43,440.4,439.91,911.4,918.81,0.48,1.12,290.28,930.11,296.36,13.4,5720,39.38,0
"6",1,"YBBN",94578,"100106/0000",-27.38,153.13,5,-2.3,-2.74,-3.45,206.58,25.6,24,24.3,48.3,234.06,359.6,-0.15,-0.09,384.17,382.42,954.03,955.08,44.91,69,293.34,961.33,296.68,15.76,5724,44.05,0
"7",1,"YBBN",94578,"100107/0000",-27.38,153.13,5,7.61,-2.73,-3.31,75.38,25.5,12.7,23.7,36.4,586,751.86,-5.48,-1.55,364.82,364,910.56,931.86,166.3,213.38,292.91,946.9,297.52,15.58,5709,41.02,0
"8",1,"YBBN",94578,"100108/0000",-27.38,153.13,5,-0.48,-2.06,-2.24,190.21,9.7,23.3,24.1,47.4,321.23,420.09,-16.87,-14.64,317.51,317.3,891.16,894.5,46.43,60.72,290.43,928.96,296.62,13.6,5689,40.95,0
"9",1,"YBBN",94578,"100109/0000",-27.38,153.13,5,2.59,-2.48,-3.15,159.62,9.5,19.9,23.7,43.6,638.13,837.5,-10.41,-1.8,262.14,261.83,878.17,912.48,1205.42,1582.02,290.94,926.11,297.41,14.07,5691,30.6,0
"10",1,"YBBN",94578,"100110/0000",-27.38,153.13,5,8.59,1.7,1.24,86.21,-0.5,11.9,22.9,34.8,2.99,7.97,-545.66,-362.21,395.57,394.13,424.26,437.34,0.2,0.54,287.93,889.76,297.72,12.05,5726,22.46,0
"11",1,"YBBN",94578,"100112/0000",-27.38,153.13,5,4.76,2.52,1.92,198,2.7,17.7,19.7,37.4,83.91,111.32,-15.31,-9.94,276.38,276.07,859.21,872.02,7.67,10.18,289.31,895.59,298.58,13.08,5747,29.54,0
"12",1,"YBBN",94578,"100113/0000",-27.38,153.13,5,12.26,3.43,2.92,10.98,-0.5,2.7,24.7,27.4,0.43,1.32,-975.32,-787.9,336.63,336.27,343.69,349.01,0.04,0.11,287.69,889.04,297.54,11.86,5749,22.77,0
"13",1,"YBBN",94578,"100114/0000",-27.38,153.13,5,3.98,2.31,1.79,169.62,7.3,18.5,21.5,40,0,0,-41.78,-27.09,815.98,814.87,816.15,821.92,0,0,287.26,874.55,298.49,11.74,5734,25.35,0
"14",1,"YBBN",94578,"100115/0000",-27.38,153.13,5,4.7,1.64,1.14,164.6,16.5,17.9,20.7,38.6,15.31,24.28,-21.38,-5.78,790.95,789.39,858.06,876.04,4.95,7.86,289.2,900.85,297.98,12.98,5735,30.82,0
"15",1,"YBBN",94578,"100116/0000",-27.38,153.13,5,3.76,2.61,2.34,184.4,24.3,19.1,21.1,40.2,0.22,0.91,-23.13,-18.01,824.51,374.1,835.62,839.74,0.04,0.15,287.05,877.08,298.03,11.53,5728,33.82,0
"16",1,"YBBN",94578,"100117/0000",-27.38,153.13,5,2.16,1.55,1.37,168.41,30.7,18.5,24.5,43,9.93,16.5,-223.09,-181.8,578.39,574.72,668.98,682.37,0.68,1.14,288.86,894.39,298.23,12.72,5727,41.57,1
"17",1,"YBBN",94578,"100118/0000",-27.38,153.13,5,-0.43,-2.96,-3.64,185.81,29.7,19.3,29.3,48.6,702.42,856.6,-185.25,-141.15,289.73,288.87,722.58,747.89,31.24,38.1,289.28,860.52,301.98,13.61,5754,34.21,0
"18",1,"YBBN",94578,"100125/0000",-27.38,153.13,5,8.12,0.27,-0.42,64.02,10.5,8.5,26.5,35,33.76,132.1,-259,-161.18,513.37,418.7,677.1,714.95,9.1,35.59,290.77,908.83,298.84,14.18,5746,27.74,0
"19",1,"YBBN",94578,"100126/0000",-27.38,153.13,5,6.76,-0.53,-1.16,45.21,13.5,8.9,28.9,37.8,89.57,165.69,-390.57,-275.64,374.22,370.3,647.76,668.91,10.11,18.71,289.55,894.52,298.94,13.32,5745,27.38,0
"20",1,"YBBN",94578,"100127/0000",-27.38,153.13,5,6.97,0.13,-0.51,26.2,20.7,8.1,29.1,37.2,182.79,256.54,-422.51,-314.21,299.09,298.41,682.86,696.65,74.2,104.14,288.72,872.99,300.16,12.92,5749,27.01,0
"21",1,"YBBN",94578,"100128/0000",-27.38,153.13,5,4.35,-3.64,-4.19,86.6,28.1,14.3,27.3,41.6,1402.02,1529.68,-93.85,-5.1,223.57,223.39,748.39,884.46,78.23,85.35,291.9,906.51,300.21,15.27,5728,42.2,0
"22",1,"YBBN",94578,"100129/0000",-27.38,153.13,5,-0.73,-0.76,-1.04,193.2,34.8,20.7,27.7,48.4,170.37,213.53,-257.28,-219.88,386.78,382.67,677.32,691.65,6.29,7.88,289.89,911.29,297.71,13.38,5721,42.67,1
"23",1,"YBBN",94578,"100130/0000",-27.38,153.13,5,1.39,-1.03,-1.44,359.29,21.2,21,22.3,43.3,278.45,399.35,-1.22,-0.16,397.43,395,891.61,901.05,43.41,62.26,290.48,906.15,298.78,13.94,5711,40.86,0
"24",1,"YBBN",94578,"100131/0000",-27.38,153.13,5,3.07,-0.9,-1.73,202.99,30,18.9,20.9,39.8,292.09,471.73,-1.31,0,371.51,371.18,907.02,927.42,140.33,226.63,292.64,927.42,299.02,15.64,5725,42.04,0
"25",1,"YBBN",94578,"100201/0000",-27.38,153.13,5,5.83,2.84,2.94,211.78,6.5,16.7,19.1,35.8,56.71,77.83,-5.6,-0.91,732.51,622.69,866.38,882.89,3.53,4.84,289.52,899.45,298.44,13.21,5719,39.83,0
"26",1,"YBBN",94578,"100202/0000",-27.38,153.13,5,7.89,4.72,4.89,187.61,-7.3,15.3,17.9,33.2,20.15,47.45,0,0,805.38,755.88,871.43,873.61,2.24,5.28,287.09,873.61,298.4,11.6,5727,34.64,0
"27",1,"YBBN",94578,"100203/0000",-27.38,153.13,5,8.28,3.24,3.24,130.01,-10.3,13.7,19.7,33.4,5.66,17.97,-10.4,-0.03,784.5,756.44,812.06,880.47,0.93,2.95,288.5,887.39,298.53,12.54,5725,38.1,0
"28",1,"YBBN",94578,"100205/0000",-27.38,153.13,5,1.95,-0.94,-1.21,178.6,9.8,20.2,22.5,42.7,50.03,92.42,-13.29,-7.13,382.56,381.04,871.79,883.75,54.87,101.37,290.52,905.63,298.88,14,5741,40.56,0
"29",1,"YBBN",94578,"100206/0000",-27.38,153.13,5,-0.4,-2.22,-2.54,199.78,25.9,21.9,23.5,45.4,581.2,714.76,-9.65,-3.88,215.02,214.72,866.64,877.96,127.75,157.11,291.85,912.02,299.64,15.13,5746,47.76,0
"30",1,"YBBN",94578,"100207/0000",-27.38,153.13,5,-0.9,-1.07,-1.38,225.01,35.5,22.8,23.5,46.3,126.11,170.86,-40.66,-40.06,413.31,409.35,790.96,796.73,2.18,2.95,292.62,962.74,295.83,15.04,5726,53.8,0
"31",1,"YBBN",94578,"100208/0000",-27.38,153.13,5,2.68,-0.72,-1.26,194.82,10.6,20,21.7,41.7,189.97,309.63,-4.33,-2.45,308.6,307.98,928.27,935.41,43.41,70.76,292.04,949.93,296.37,14.7,5714,38.31,0
"32",1,"YBBN",94578,"100209/0000",-27.38,153.13,5,2.78,0.01,-0.63,186.81,30.5,19.7,21.3,41,144.21,261.39,-12.23,-8.26,328.75,325.23,899.28,909.43,207.57,376.23,291.7,940.45,296.88,14.53,5709,43.36,0
"33",1,"YBBN",94578,"100210/0000",-27.38,153.13,5,3.79,1.13,0.52,177.8,-7.6,19,20.5,39.5,44.56,60.77,-12.73,-5.94,744.26,741.19,891.34,904.26,140.85,192.11,290.73,930.2,296.82,13.81,5716,33.35,0
"34",1,"YBBN",94578,"100211/0000",-27.38,153.13,5,7.99,4.14,3.49,146.18,-7.9,14.7,17.5,32.2,26.93,72.66,-8.11,-2.79,762.89,727.5,894.82,907.29,22.33,60.24,290.14,915.78,297.54,13.51,5731,27.55,0
"35",1,"YBBN",94578,"100212/0000",-27.38,153.13,5,9.84,2.97,2.31,104.98,-8.9,11.1,20.1,31.2,12.73,46.59,-8.42,-3.96,706.18,691.66,882.39,889.74,3.01,11.03,289.8,905.15,298.19,13.37,5746,25.5,0
"36",1,"YBBN",94578,"100213/0000",-27.38,153.13,5,9.65,3.17,2.65,96.81,-10.9,9.7,21.7,31.4,0.79,24.68,-94.66,-48.38,723.64,687.95,749.09,774.97,0.64,20.16,289.86,897.23,298.99,13.54,5762,28.84,0
"37",1,"YBBN",94578,"100214/0000",-27.38,153.13,5,7.81,2.92,2.48,150.42,19.3,13.1,20.1,33.2,4.62,22.93,-23.27,-15.64,700.02,689.86,875.62,881.46,0.77,3.81,290.97,914.23,298.53,14.26,5766,37.19,0
"38",1,"YBBN",94578,"100215/0000",-27.38,153.13,5,2.44,-1.37,-1.68,193.79,34.6,17.1,25.1,42.2,80.76,137.72,-132.32,-98.03,413.19,357.86,722.22,738.49,4.5,7.67,292.93,924.15,299.63,16.26,5787,52.7,0
"39",1,"YBBN",94578,"100216/0000",-27.38,153.13,5,-0.84,-2.5,-3.11,250.42,38.8,21.2,22.9,44.1,693.67,825.3,-7.14,-4.89,179.16,178.74,898.74,905.05,94.66,112.63,295.26,946.45,299.96,18.09,5788,61.56,0
"40",1,"YBBN",94578,"100219/0000",-27.38,153.13,5,7.74,4.16,3.67,167.39,-9.3,15.5,18.5,34,37.96,58.22,-4.7,-0.84,754.07,749.23,872.01,891.15,22.69,34.8,288.17,901.95,296.8,12.06,5711,28.39,0
"41",1,"YBBN",94578,"100220/0000",-27.38,153.13,5,9.8,4.46,3.84,154,-7.3,13.3,16.7,30,62.94,101.63,-8.21,-4.1,766.55,714.18,903.75,910.73,42.63,68.83,289.93,918.65,297.06,13.29,5714,29,0
"42",1,"YBBN",94578,"100221/0000",-27.38,153.13,5,6.44,1.43,0.69,175.62,22.8,16.2,18.5,34.7,217.01,348.8,-0.73,-0.03,355.24,350.08,943.66,948.37,77.89,125.19,292.65,949.32,297.05,15.3,5719,36.88,0
"43",1,"YBBN",94578,"100223/0000",-27.38,153.13,5,3.5,-0.13,-0.75,171.6,4.9,16.1,25.1,41.2,58.32,119.66,-136.34,-94.57,418.74,407.77,775.13,788.92,21.12,43.33,291.46,916.36,298.83,14.68,5762,33.33,0
"44",1,"YBBN",94578,"100224/0000",-27.38,153.13,5,1.49,-3.27,-3.54,158.39,31.4,19.7,24.7,44.4,666.39,824.78,-2.45,0,243.06,242,843.48,921.99,242.8,300.51,292.44,926.09,298.93,15.46,5741,45.39,0
"45",1,"YBBN",94578,"100225/0000",-27.38,153.13,5,4.12,-0.74,-1.25,171.22,30,18.4,21.9,40.3,310.72,431.24,-0.51,0,310.29,309.3,924.25,932.28,266.49,369.86,291.23,932.28,297.13,14.21,5695,42.19,0
"46",1,"YBBN",94578,"100226/0000",-27.38,153.13,5,4.72,0.14,-0.38,158.8,-9.4,18.6,21.7,40.3,147.71,215.8,-7.57,-3.18,344.8,340.67,905.29,922.07,20.88,30.51,290.4,946.4,295.01,13.29,5692,29.23,0
"47",1,"YBBN",94578,"100227/0000",-27.38,153.13,5,0.11,-1.34,-2.06,220.82,26.6,22.2,22.7,44.9,227.14,364.89,-2.56,-2,294.9,291.78,934.53,936.54,14.52,23.33,292.3,950.11,296.61,14.93,5719,41.07,0
"48",1,"YBBN",94578,"100228/0000",-27.38,153.13,5,1.38,-1.77,-2.52,189,27.5,20.7,22.5,43.2,171.55,324.94,-6.25,-1.84,405.69,399.14,884.69,930.3,17.17,32.53,292.51,939.1,297.82,15.32,5732,42.55,0
"49",1,"YBBN",94578,"100301/0000",-27.38,153.13,5,3.65,0.92,0.9,202.4,29.9,18.2,20.7,38.9,96.83,131.87,-6.78,-1.61,530.94,531.5,856.19,905.21,2.43,3.31,293.56,974.78,295.73,15.76,5733,55.03,0
"50",1,"YBBN",94578,"100302/0000",-27.38,153.13,5,4.51,3.45,3.57,248.99,31.5,18.1,18.9,37,6.39,12.67,0,0,753.55,740.77,966.1,966.95,0.34,0.67,292.25,973.81,294.49,14.51,5721,56.49,0
"51",1,"YBBN",94578,"100304/0000",-27.38,153.13,5,6.24,5.84,5.34,197.41,25.5,16.8,17.1,33.9,2.66,3.94,-8.17,-5.29,847.71,845.85,878.03,882.69,0.12,0.18,288.41,899.9,297.25,12.27,5736,44.69,0
"52",1,"YBBN",94578,"100305/0000",-27.38,153.13,5,4.31,2.95,2.32,231.2,21.4,18,18.3,36.3,19.69,28.97,-5.48,-1,802.29,798.62,899.33,919.43,0.47,0.7,291.46,927,297.86,14.51,5767,44.92,0
"53",1,"YBBN",94578,"100306/0000",-27.38,153.13,5,3.49,0.65,0.56,223.98,33.3,18.3,19.7,38,49.73,73.74,-0.59,-0.03,704.5,704.09,937.48,946.42,2.18,3.23,293.61,951.82,297.79,16.2,5770,55.97,0
"54",1,"YBBN",94578,"100307/0000",-27.38,153.13,5,8.42,4.35,3.65,181.39,24.9,14.1,16.7,30.8,38.09,58.13,-2.29,-0.8,790.36,786.04,918.27,923.65,3.88,5.92,291.22,927.26,297.59,14.29,5755,45.73,0
"55",1,"YBBN",94578,"100308/0000",-27.38,153.13,5,5,4.49,3.99,193.38,30.3,16.9,17.9,34.8,7.56,13.04,-10.08,-5.65,855.33,853.99,903.51,916.19,0.31,0.53,291.8,941.04,296.93,14.62,5750,52.46,0
"56",1,"YBBN",94578,"100309/0000",-27.38,153.13,5,3.69,2.31,1.68,176.6,18.2,18.4,19.9,38.3,0,24.52,-51.07,-17.85,743.28,650.77,750.23,856.71,0.01,58.62,291.29,931.53,297.27,14.28,5744,33.09,0
"57",1,"YBBN",94578,"100310/0000",-27.38,153.13,5,2.99,0.92,0.13,193,12.3,18.7,20.3,39,279.39,444.59,-27.13,-20.22,266.62,266.32,859.07,867.75,200.92,319.71,292.36,930.4,298.46,15.32,5735,38.74,0
"58",1,"YBBN",94578,"100311/0000",-27.38,153.13,5,9.25,3.43,2.87,132.99,14.3,12.3,20.3,32.6,0.27,6.12,-16.53,-3.37,808.54,760.56,832.6,891.13,0.03,0.72,288.68,903.19,297.21,12.45,5709,30.51,0
"59",1,"YBBN",94578,"100312/0000",-27.38,153.13,5,11.1,6.18,5.88,293.52,16.1,12.1,18.1,30.2,5.61,14.46,-21.01,-9.19,806.52,802.65,846.19,861.66,0.63,1.61,286,892.75,295.43,10.57,5671,28.61,0
"60",1,"YBBN",94578,"100313/0000",-27.38,153.13,5,7.26,4.41,4.1,172.18,-6.8,17.2,19.1,36.3,28.99,42.56,-0.63,0,779.7,772.66,887.88,889.45,5.24,7.69,285.71,889.45,295.45,10.4,5657,25.71,0
"61",1,"YBBN",94578,"100314/0000",-27.38,153.13,5,8.15,4.4,3.94,160.82,10.5,16.1,18.1,34.2,44.5,60.66,-9.43,-2.52,756.26,694.65,887.55,900.12,70.22,95.72,287.58,911.84,295.27,11.47,5672,28.03,0
"62",1,"YBBN",94578,"100315/0000",-27.38,153.13,5,8.4,6.15,5.81,158.61,8.3,15.9,17.5,33.4,12.36,17.73,-26.61,-22.86,748.73,746.94,868.47,875.1,1.03,1.48,287.49,926.3,293.86,11.22,5675,30,0
"63",1,"YBBN",94578,"100316/0000",-27.38,153.13,5,9.25,7.58,7.14,187.61,21.5,14.3,16.3,30.6,12.71,27.89,-9.55,-2.84,701.7,672.51,842.61,860.64,4.23,9.29,287.51,910.03,295.37,11.44,5666,30.71,0
"64",1,"YBBN",94578,"100317/0000",-27.38,153.13,5,6.62,3.17,2.65,179.42,-2.1,16.5,19.7,36.2,62.45,100.03,-5.71,-5.08,710.59,650.77,914.97,919.37,3.34,5.35,289.77,940.39,294.91,12.83,5687,31.18,0
"65",1,"YBBN",94578,"100318/0000",-27.38,153.13,5,6.52,5.96,5.6,190.18,-19.5,17.5,18.9,36.4,6.22,7.26,-15.46,-10.62,784.98,784.45,785.44,795,0.34,0.39,285.03,879.32,295.7,10.04,5710,25.28,0
"66",1,"YBBN",94578,"100319/0000",-27.38,153.13,5,8.34,6.3,5.89,146.42,-17.5,15.5,18.3,33.8,9.53,15.01,-5.06,-2.19,801.77,799.98,842.04,847.95,8.1,12.76,284.71,868.94,296.38,9.96,5735,21.5,0
"67",1,"YBBN",94578,"100320/0000",-27.38,153.13,5,5.09,4.04,3.54,198.8,-18.7,18.7,18.9,37.6,5.51,7.56,-21.46,-16.49,827.4,824.75,872.79,877.22,0.42,0.58,288.09,912.84,295.71,11.85,5753,23.97,0
"68",1,"YBBN",94578,"100321/0000",-27.38,153.13,5,5.47,1.93,1.55,151.19,-10.6,17.4,20.3,37.7,6.21,12.88,-8.99,-2.44,825.98,825.65,874.35,891.33,0.56,1.17,289.31,910.69,297.16,12.87,5752,29.06,0
"69",1,"YBBN",94578,"100322/0000",-27.38,153.13,5,2.54,-1.89,-2.15,128.64,-13.3,18.3,25.3,43.6,135.55,181.78,-2.13,-0.98,365.55,365.13,930.24,936.99,33.32,44.69,292.17,947.5,296.71,14.85,5732,38.66,0
"70",1,"YBBN",94578,"100323/0000",-27.38,153.13,5,1.15,-2.26,-2.76,178,33.5,20.9,24.5,45.4,696.32,823.8,-17.32,-6.93,244.16,243.8,825.5,861.48,2561.79,3030.78,291.04,928.82,297.26,14.1,5684,41.04,0
"71",1,"YBBN",94578,"100324/0000",-27.38,153.13,5,2.9,0.52,-0.05,176.4,13.9,20.3,21.7,42,91.57,179.53,-7.77,-2.47,275.66,274.72,878.13,890.16,32.28,63.29,288.95,907.92,297.05,12.61,5678,31.95,0
"72",1,"YBBN",94578,"100326/0000",-27.38,153.13,5,4.97,0.93,0.39,143.38,3.1,19.1,19.9,39,138.52,209.43,-0.94,-0.63,293.71,288.81,941.12,947.69,16.89,25.54,290.73,954.68,294.62,13.44,5687,29.89,0
"73",1,"YBBN",94578,"100328/0000",-27.38,153.13,5,6.17,0.77,0.2,121.59,18.3,16.5,21.5,38,304.64,397.18,-8.33,-4.69,267.72,267.31,905.72,921.66,68.38,89.15,290.41,941.13,295.5,13.37,5685,33.52,0
"74",1,"YBBN",94578,"100329/0000",-27.38,153.13,5,2.74,0.71,0.22,166.41,31.8,20.6,21.3,41.9,71.07,97.6,-8.51,-7.67,650.49,505.49,906.96,911.7,38.09,52.31,291.65,974.89,293.8,13.96,5679,40.56,0
"75",1,"YBBN",94578,"100330/0000",-27.38,153.13,5,3.22,1.2,0.6,179.38,31.2,19.6,20.3,39.9,124.62,205.43,-0.08,0,329.94,329.02,945.78,960.41,10.6,17.48,292.05,961.73,295.34,14.51,5690,40.27,0
"76",1,"YBBN",94578,"100331/0000",-27.38,153.13,5,1.66,-1.52,-1.9,160.79,22.8,20.6,23.9,44.5,370.55,495.56,-7.1,-2.68,334.81,334.29,856.45,928.82,81.33,108.76,292.06,963.22,295.22,14.52,5684,39.93,0
"77",1,"YBBN",94578,"100401/0000",-27.38,153.13,5,0.63,-1.35,-1.49,179.41,30.2,22.6,23.5,46.1,220.41,304.53,-5.47,-4,382.7,374.43,906.08,912.57,9.9,13.68,290.91,955.06,294.78,13.6,5667,40.69,0
"78",1,"YBBN",94578,"100402/0000",-27.38,153.13,5,3.76,2.56,2.17,169.6,21.8,19.6,21.5,41.1,0.63,8.52,-58.59,-35.7,701.49,688.51,723.58,740.78,0.28,3.8,287.82,914.06,295.31,11.62,5680,30.79,0
"79",1,"YBBN",94578,"100403/0000",-27.38,153.13,5,3.75,1.04,0.63,154.99,17.6,19.4,23.1,42.5,18.99,37.97,-15.03,-8.67,700.43,698.41,869.77,880.47,1.22,2.44,288.22,924.58,294.76,11.79,5669,30.18,0
"80",1,"YBBN",94578,"100404/0000",-27.38,153.13,5,3.59,2.19,1.94,302.46,25.6,19.8,23.1,42.9,19.49,38.58,-1.59,-1.29,665.38,662.04,896.19,899.37,1.61,3.19,286.82,914.21,294.28,10.88,5643,30.07,0
"81",1,"YBBN",94578,"100405/0000",-27.38,153.13,5,5.93,3.01,2.85,110.61,20.5,16.7,23.7,40.4,3.37,9.71,-107.92,-82.95,704.02,687.13,733.48,744.82,0.26,0.74,285.41,902.33,293.93,10.04,5629,28.15,0
"82",1,"YBBN",94578,"100406/0000",-27.38,153.13,5,4.72,2.27,2.07,141.39,20.9,19.5,21.7,41.2,5.61,24.45,-20.59,-15.23,693.85,683.97,879.27,885.91,15.68,68.32,286.97,918.83,294.01,10.94,5646,31.22,0
"83",1,"YBBN",94578,"100409/0000",-27.38,153.13,5,9.39,3.41,2.85,115.39,-17.1,12.7,19.7,32.4,4.63,17.3,-9.42,-4.76,821.26,815.62,887.9,894.81,0.07,0.25,288.68,905.79,296.97,12.42,5718,23.84,0
"84",1,"YBBN",94578,"100410/0000",-27.38,153.13,5,4.5,-1.71,-1.83,138.8,27.6,16.9,24.9,41.8,92.34,121.82,-14.74,-6.97,481.11,479.93,889.54,899.18,2.15,2.83,290.22,926.14,296.66,13.42,5700,41.77,0
"85",1,"YBBN",94578,"100411/0000",-27.38,153.13,5,4.18,-0.83,-1.55,151.61,10.3,16.5,23.5,40,174.58,325.17,-87.29,-61.25,317.04,316.54,812.29,841.96,22.85,42.57,292.98,950.3,297.29,15.59,5737,34.27,0
"86",1,"YBBN",94578,"100412/0000",-27.38,153.13,5,0.03,-1.59,-1.78,214.21,34.6,20.8,24.9,45.7,377.47,442.55,-91.6,-69.65,342.61,340.97,797.8,810.72,47.56,55.76,292.2,933.99,297.97,15.14,5730,49.57,0
"87",1,"YBBN",94578,"100416/0000",-27.38,153.13,5,2.24,1.87,1.5,173.39,31.6,22.4,22.7,45.1,1.48,3.51,-24.54,-20.81,651.73,650.67,869.36,870.88,0.27,0.65,288.53,970.08,291.06,11.47,5621,33.9,0
"88",1,"YBBN",94578,"100417/0000",-27.38,153.13,5,3.98,-1.41,-1.81,97.62,23.1,19.3,25.3,44.6,277.14,393.16,-10.54,-5.26,380.58,378.45,862.75,885.31,14.59,20.7,287.18,916.86,294.4,11.11,5612,27.13,0
"89",1,"YBBN",94578,"100418/0000",-27.38,153.13,5,2.41,0.24,-0.17,169.2,30,22.1,22.7,44.8,105.18,161.82,-20.83,-17.25,440.23,435.46,894.98,902.06,16.08,24.74,289.14,958.39,292.69,12.08,5623,34.78,0
"90",1,"YBBN",94578,"100419/0000",-27.38,153.13,5,5.36,1.19,0.73,149.81,-1,19.2,21.1,40.3,43.6,90.52,-8.95,-4.48,714.53,516.79,905.39,911.77,34.89,72.45,287.66,919.46,294.66,11.48,5645,24,0
"91",1,"YBBN",94578,"100420/0000",-27.38,153.13,5,3.3,-1.58,-2,110,-4.5,19.5,25.5,45,86.24,184.29,-25.25,-14.79,351.8,350.62,838,896.67,16.11,34.42,288.61,933.75,294.34,12,5639,25.69,0
"92",1,"YBBN",94578,"100421/0000",-27.38,153.13,5,0.49,0.34,0.01,195.01,34.8,23.1,23.1,46.2,29.69,39.16,0,0,534.68,534.14,991.17,991.17,2.34,3.09,291.2,991.17,291.95,13.33,5656,43.99,0
"93",1,"YBBN",94578,"100422/0000",-27.38,153.13,5,3.47,0.9,0.46,150,23.8,19.8,23.3,43.1,0.7,4.31,-28.2,-23.03,809.9,513.84,828,844.94,0.09,0.58,288.86,943.69,293.69,12.04,5658,34.73,0
"94",1,"YBBN",94578,"100423/0000",-27.38,153.13,5,5.54,1.05,0.6,134.59,15.6,17.4,22.3,39.7,11.64,43.61,-8.27,-5.58,563.72,469.01,890.85,911.44,1.25,4.67,289.05,933.04,294.85,12.34,5665,27.38,0
"95",1,"YBBN",94578,"100424/0000",-27.38,153.13,5,5.92,4.76,4.18,164.98,14.6,16.4,19.1,35.5,13.51,65.11,-44.06,-32.42,667.01,578.35,788.08,799.43,1.14,5.48,291.02,959.48,294.5,13.63,5702,35.69,0
"96",1,"YBBN",94578,"100425/0000",-27.38,153.13,5,6.5,3.95,3.49,176,9.7,15.9,19.7,35.6,38.24,85.09,-63.55,-49.14,692.03,686.43,833.19,842.29,2.58,5.73,290.15,940.38,295.31,13.14,5714,29,0
"97",1,"YBBN",94578,"100429/0000",-27.38,153.13,5,5.52,3.44,3,131.59,-10.2,17.6,21.5,39.1,20.63,34.83,-61.43,-49.79,764.91,758.48,828.68,834.93,3,5.06,287.82,926.65,294.16,11.48,5673,24.34,0
"98",1,"YBBN",94578,"100501/0000",-27.38,153.13,5,4.21,1.46,1.04,133.61,5.2,20.4,21.9,42.3,48.04,63.96,-18.54,-14.82,758.1,750.68,891.8,896.33,22.42,29.85,287.27,925.6,293.7,11.07,5633,25.8,0
"99",1,"YBBN",94578,"100502/0000",-27.38,153.13,5,8.37,-0.43,-0.84,42.42,-12.7,13.1,24.1,37.2,152.41,238.31,-8.38,-4.55,367.11,366.67,912.11,919.74,1422.32,2223.95,288.36,935.75,293.89,11.75,5635,22.54,0
"100",1,"YBBN",94578,"100503/0000",-27.38,153.13,5,7.45,0,-0.41,80.59,-2.3,14.9,23.9,38.8,32.61,83.2,-11.2,-7.35,445.27,421.93,901.34,911.99,2.04,5.2,287.8,931.64,293.7,11.39,5637,22.57,0
"101",1,"YBBN",94578,"100504/0000",-27.38,153.13,5,1.57,-0.62,-0.94,144.79,32.7,22.6,23.5,46.1,237.36,289.47,-0.01,0,355.98,354.35,960.82,961.43,14.73,17.96,290.67,987.15,291.76,12.94,5626,40.45,0
"102",1,"YBBN",94578,"100505/0000",-27.38,153.13,5,1.54,0.63,0.29,140.78,27.7,21.3,26.3,47.6,17.94,36.6,-150.23,-127.51,429.61,428.55,739.59,760.09,2.04,4.15,287.14,936.34,292.6,10.88,5625,25.55,0
"103",1,"YBBN",94578,"100511/0000",-27.38,153.13,5,2.75,-0.9,-1.21,79.38,30.3,20.1,27.1,47.2,139.75,199.11,-69.6,-51.59,456.1,455.09,769.63,823.16,10.47,14.92,286.47,927.29,292.73,10.49,5594,26.05,1
"104",1,"YBBN",94578,"100521/0000",-27.38,153.13,5,1.5,1.26,1.23,144.42,32.2,23.8,23.9,47.7,62.81,77.71,-0.7,-0.6,538.42,533.98,923.7,923.17,1.8,2.23,287.95,981.75,289.48,10.9,5566,34.31,0
