Stationidentifier,YBBN
Stationnumber,94578
Observationtime,160325/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,15.96
Liftedindex,7.06
LIFTcomputedusingvirtualtemperature,6.76
SWEATindex,32.01
Kindex,-20.70
Crosstotalsindex,0.50
Verticaltotalsindex,20.50
Totalstotalsindex,21.00
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,284.22
Pres[hPa]oftheLiftedCondensationLevel,860.63
Meanmixedlayerpotentialtemperature,296.68
Meanmixedlayermixingratio,9.75
1000hPato500hPathickness,5708.00
Precipitablewater[mm]forentiresounding,25.11
