Stationidentifier,YBBN
Stationnumber,94578
Observationtime,151208/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,6.50
Liftedindex,4.38
LIFTcomputedusingvirtualtemperature,3.93
SWEATindex,170.00
Kindex,17.00
Crosstotalsindex,17.00
Verticaltotalsindex,18.50
Totalstotalsindex,35.50
ConvectiveAvailablePotentialEnergy,1.70
CAPEusingvirtualtemperature,4.76
ConvectiveInhibition,-4.10
CINSusingvirtualtemperature,-2.54
EquilibrumLevel,847.38
EquilibrumLevelusingvirtualtemperature,844.74
LevelofFreeConvection,877.93
LFCTusingvirtualtemperature,891.09
BulkRichardsonNumber,0.82
BulkRichardsonNumberusingCAPV,2.30
Temp[K]oftheLiftedCondensationLevel,287.87
Pres[hPa]oftheLiftedCondensationLevel,901.07
Meanmixedlayerpotentialtemperature,296.58
Meanmixedlayermixingratio,11.83
1000hPato500hPathickness,5710.00
Precipitablewater[mm]forentiresounding,33.30
