Stationidentifier,YBBN
Stationnumber,94578
Observationtime,160818/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,4.44
Liftedindex,3.90
LIFTcomputedusingvirtualtemperature,3.70
SWEATindex,93.60
Kindex,-14.20
Crosstotalsindex,22.40
Verticaltotalsindex,23.50
Totalstotalsindex,45.90
ConvectiveAvailablePotentialEnergy,0.01
CAPEusingvirtualtemperature,0.20
ConvectiveInhibition,-39.45
CINSusingvirtualtemperature,-35.70
EquilibrumLevel,834.58
EquilibrumLevelusingvirtualtemperature,831.65
LevelofFreeConvection,840.73
LFCTusingvirtualtemperature,844.48
BulkRichardsonNumber,0.12
BulkRichardsonNumberusingCAPV,1.82
Temp[K]oftheLiftedCondensationLevel,282.78
Pres[hPa]oftheLiftedCondensationLevel,940.40
Meanmixedlayerpotentialtemperature,287.81
Meanmixedlayermixingratio,8.07
1000hPato500hPathickness,5522.00
Precipitablewater[mm]forentiresounding,20.13
