Stationidentifier,YBBN
Stationnumber,94578
Observationtime,111025/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,6.20
Liftedindex,3.95
LIFTcomputedusingvirtualtemperature,3.61
SWEATindex,109.59
Kindex,8.70
Crosstotalsindex,16.90
Verticaltotalsindex,21.90
Totalstotalsindex,38.80
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,285.23
Pres[hPa]oftheLiftedCondensationLevel,886.37
Meanmixedlayerpotentialtemperature,295.25
Meanmixedlayermixingratio,10.10
1000hPato500hPathickness,5666.00
Precipitablewater[mm]forentiresounding,22.48
