Stationidentifier,YBBN
Stationnumber,94578
Observationtime,101102/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,7.30
Liftedindex,7.36
LIFTcomputedusingvirtualtemperature,7.13
SWEATindex,118.62
Kindex,10.50
Crosstotalsindex,15.70
Verticaltotalsindex,22.70
Totalstotalsindex,38.40
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,280.30
Pres[hPa]oftheLiftedCondensationLevel,853.29
Meanmixedlayerpotentialtemperature,293.31
Meanmixedlayermixingratio,7.51
1000hPato500hPathickness,5625.00
Precipitablewater[mm]forentiresounding,19.62
