Stationidentifier,YBBN
Stationnumber,94578
Observationtime,140624/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,12.95
Liftedindex,13.51
LIFTcomputedusingvirtualtemperature,13.82
SWEATindex,129.00
Kindex,-24.10
Crosstotalsindex,7.90
Verticaltotalsindex,20.90
Totalstotalsindex,28.80
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,275.08
Pres[hPa]oftheLiftedCondensationLevel,820.92
Meanmixedlayerpotentialtemperature,291.05
Meanmixedlayermixingratio,5.41
1000hPato500hPathickness,5624.00
Precipitablewater[mm]forentiresounding,15.82
