Stationidentifier,YBBN
Stationnumber,94578
Observationtime,111005/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,9.43
Liftedindex,6.79
LIFTcomputedusingvirtualtemperature,6.81
SWEATindex,36.18
Kindex,-15.70
Crosstotalsindex,14.70
Verticaltotalsindex,21.70
Totalstotalsindex,36.40
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,281.55
Pres[hPa]oftheLiftedCondensationLevel,899.56
Meanmixedlayerpotentialtemperature,290.21
Meanmixedlayermixingratio,7.75
1000hPato500hPathickness,5577.00
Precipitablewater[mm]forentiresounding,18.40
