Stationidentifier,YBBN
Stationnumber,94578
Observationtime,150516/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,9.16
Liftedindex,8.31
LIFTcomputedusingvirtualtemperature,8.24
SWEATindex,112.20
Kindex,-12.00
Crosstotalsindex,15.40
Verticaltotalsindex,19.90
Totalstotalsindex,35.30
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,282.91
Pres[hPa]oftheLiftedCondensationLevel,911.30
Meanmixedlayerpotentialtemperature,290.53
Meanmixedlayermixingratio,8.40
1000hPato500hPathickness,5605.00
Precipitablewater[mm]forentiresounding,18.64
