Stationidentifier,YBBN
Stationnumber,94578
Observationtime,160728/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,14.22
Liftedindex,14.02
LIFTcomputedusingvirtualtemperature,13.94
SWEATindex,35.99
Kindex,-28.30
Crosstotalsindex,7.50
Verticaltotalsindex,20.50
Totalstotalsindex,28.00
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,271.07
Pres[hPa]oftheLiftedCondensationLevel,812.53
Meanmixedlayerpotentialtemperature,287.65
Meanmixedlayermixingratio,4.07
1000hPato500hPathickness,5569.00
Precipitablewater[mm]forentiresounding,8.29
