Stationidentifier,YBBN
Stationnumber,94578
Observationtime,160419/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,7.02
Liftedindex,4.52
LIFTcomputedusingvirtualtemperature,4.13
SWEATindex,112.21
Kindex,14.90
Crosstotalsindex,15.30
Verticaltotalsindex,22.30
Totalstotalsindex,37.60
ConvectiveAvailablePotentialEnergy,41.56
CAPEusingvirtualtemperature,74.91
ConvectiveInhibition,-98.12
CINSusingvirtualtemperature,-77.56
EquilibrumLevel,633.10
EquilibrumLevelusingvirtualtemperature,631.49
LevelofFreeConvection,764.96
LFCTusingvirtualtemperature,781.32
BulkRichardsonNumber,9.10
BulkRichardsonNumberusingCAPV,16.40
Temp[K]oftheLiftedCondensationLevel,286.08
Pres[hPa]oftheLiftedCondensationLevel,907.61
Meanmixedlayerpotentialtemperature,294.13
Meanmixedlayermixingratio,10.44
1000hPato500hPathickness,5640.00
Precipitablewater[mm]forentiresounding,25.87
