Stationidentifier,YBBN
Stationnumber,94578
Observationtime,121012/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,21.34
Liftedindex,20.36
LIFTcomputedusingvirtualtemperature,20.29
SWEATindex,193.01
Kindex,-20.50
Crosstotalsindex,4.70
Verticaltotalsindex,11.70
Totalstotalsindex,16.40
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,269.88
Pres[hPa]oftheLiftedCondensationLevel,816.37
Meanmixedlayerpotentialtemperature,286.00
Meanmixedlayermixingratio,3.71
1000hPato500hPathickness,5500.00
Precipitablewater[mm]forentiresounding,7.75
