Stationidentifier,YBBN
Stationnumber,94578
Observationtime,130811/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,7.19
Liftedindex,9.00
LIFTcomputedusingvirtualtemperature,8.83
SWEATindex,83.14
Kindex,15.30
Crosstotalsindex,14.90
Verticaltotalsindex,24.90
Totalstotalsindex,39.80
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,276.63
Pres[hPa]oftheLiftedCondensationLevel,837.48
Meanmixedlayerpotentialtemperature,291.03
Meanmixedlayermixingratio,5.94
1000hPato500hPathickness,5574.00
Precipitablewater[mm]forentiresounding,17.38
