Stationidentifier,YBBN
Stationnumber,94578
Observationtime,160208/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,9.42
Liftedindex,6.17
LIFTcomputedusingvirtualtemperature,5.88
SWEATindex,278.67
Kindex,7.50
Crosstotalsindex,13.30
Verticaltotalsindex,19.30
Totalstotalsindex,32.60
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,284.57
Pres[hPa]oftheLiftedCondensationLevel,861.35
Meanmixedlayerpotentialtemperature,296.98
Meanmixedlayermixingratio,9.95
1000hPato500hPathickness,5715.00
Precipitablewater[mm]forentiresounding,24.58
