Stationidentifier,YBBN
Stationnumber,94578
Observationtime,100909/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,8.66
Liftedindex,5.62
LIFTcomputedusingvirtualtemperature,5.64
SWEATindex,121.58
Kindex,18.80
Crosstotalsindex,16.20
Verticaltotalsindex,19.50
Totalstotalsindex,35.70
ConvectiveAvailablePotentialEnergy,0.72
CAPEusingvirtualtemperature,6.31
ConvectiveInhibition,-11.03
CINSusingvirtualtemperature,-5.31
EquilibrumLevel,832.90
EquilibrumLevelusingvirtualtemperature,818.10
LevelofFreeConvection,860.37
LFCTusingvirtualtemperature,876.30
BulkRichardsonNumber,0.03
BulkRichardsonNumberusingCAPV,0.22
Temp[K]oftheLiftedCondensationLevel,284.77
Pres[hPa]oftheLiftedCondensationLevel,910.06
Meanmixedlayerpotentialtemperature,292.55
Meanmixedlayermixingratio,9.53
1000hPato500hPathickness,5645.00
Precipitablewater[mm]forentiresounding,27.35
