Stationidentifier,YBBN
Stationnumber,94578
Observationtime,111012/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,4.52
Liftedindex,-1.68
LIFTcomputedusingvirtualtemperature,-2.11
SWEATindex,61.58
Kindex,11.30
Crosstotalsindex,16.50
Verticaltotalsindex,27.50
Totalstotalsindex,44.00
ConvectiveAvailablePotentialEnergy,284.07
CAPEusingvirtualtemperature,412.78
ConvectiveInhibition,-5.97
CINSusingvirtualtemperature,-5.90
EquilibrumLevel,339.55
EquilibrumLevelusingvirtualtemperature,338.34
LevelofFreeConvection,891.95
LFCTusingvirtualtemperature,894.98
BulkRichardsonNumber,7.27
BulkRichardsonNumberusingCAPV,10.57
Temp[K]oftheLiftedCondensationLevel,287.71
Pres[hPa]oftheLiftedCondensationLevel,928.10
Meanmixedlayerpotentialtemperature,293.92
Meanmixedlayermixingratio,11.36
1000hPato500hPathickness,5608.00
Precipitablewater[mm]forentiresounding,23.14
