Stationidentifier,YBBN
Stationnumber,94578
Observationtime,160502/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,4.39
Liftedindex,-1.93
LIFTcomputedusingvirtualtemperature,-2.15
SWEATindex,83.40
Kindex,25.50
Crosstotalsindex,15.30
Verticaltotalsindex,27.30
Totalstotalsindex,42.60
ConvectiveAvailablePotentialEnergy,155.98
CAPEusingvirtualtemperature,211.66
ConvectiveInhibition,-115.67
CINSusingvirtualtemperature,-77.64
EquilibrumLevel,418.13
EquilibrumLevelusingvirtualtemperature,415.82
LevelofFreeConvection,760.90
LFCTusingvirtualtemperature,784.89
BulkRichardsonNumber,10.79
BulkRichardsonNumberusingCAPV,14.64
Temp[K]oftheLiftedCondensationLevel,291.19
Pres[hPa]oftheLiftedCondensationLevel,956.20
Meanmixedlayerpotentialtemperature,294.96
Meanmixedlayermixingratio,13.84
1000hPato500hPathickness,5692.00
Precipitablewater[mm]forentiresounding,38.38
