Stationidentifier,YBBN
Stationnumber,94578
Observationtime,110107/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,0.41
Liftedindex,-0.40
LIFTcomputedusingvirtualtemperature,-0.69
SWEATindex,228.43
Kindex,35.40
Crosstotalsindex,22.10
Verticaltotalsindex,22.90
Totalstotalsindex,45.00
ConvectiveAvailablePotentialEnergy,81.73
CAPEusingvirtualtemperature,113.54
ConvectiveInhibition,-4.51
CINSusingvirtualtemperature,-0.84
EquilibrumLevel,472.64
EquilibrumLevelusingvirtualtemperature,464.53
LevelofFreeConvection,854.61
LFCTusingvirtualtemperature,930.63
BulkRichardsonNumber,6.58
BulkRichardsonNumberusingCAPV,9.15
Temp[K]oftheLiftedCondensationLevel,291.91
Pres[hPa]oftheLiftedCondensationLevel,964.33
Meanmixedlayerpotentialtemperature,294.97
Meanmixedlayermixingratio,14.36
1000hPato500hPathickness,5703.00
Precipitablewater[mm]forentiresounding,48.95
