Stationidentifier,YBBN
Stationnumber,94578
Observationtime,130124/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,2.27
Liftedindex,-1.06
LIFTcomputedusingvirtualtemperature,-1.17
SWEATindex,184.81
Kindex,21.30
Crosstotalsindex,20.10
Verticaltotalsindex,21.90
Totalstotalsindex,42.00
ConvectiveAvailablePotentialEnergy,181.59
CAPEusingvirtualtemperature,271.39
ConvectiveInhibition,-5.92
CINSusingvirtualtemperature,-2.28
EquilibrumLevel,392.58
EquilibrumLevelusingvirtualtemperature,390.26
LevelofFreeConvection,904.83
LFCTusingvirtualtemperature,912.23
BulkRichardsonNumber,21.72
BulkRichardsonNumberusingCAPV,32.46
Temp[K]oftheLiftedCondensationLevel,291.28
Pres[hPa]oftheLiftedCondensationLevel,919.14
Meanmixedlayerpotentialtemperature,298.40
Meanmixedlayermixingratio,14.48
1000hPato500hPathickness,5719.00
Precipitablewater[mm]forentiresounding,46.18
