Stationidentifier,YBBN
Stationnumber,94578
Observationtime,151012/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,0.60
Liftedindex,-0.63
LIFTcomputedusingvirtualtemperature,-0.90
SWEATindex,121.61
Kindex,24.90
Crosstotalsindex,21.10
Verticaltotalsindex,30.10
Totalstotalsindex,51.20
ConvectiveAvailablePotentialEnergy,12.24
CAPEusingvirtualtemperature,23.81
ConvectiveInhibition,-248.85
CINSusingvirtualtemperature,-207.01
EquilibrumLevel,489.25
EquilibrumLevelusingvirtualtemperature,484.86
LevelofFreeConvection,644.34
LFCTusingvirtualtemperature,652.13
BulkRichardsonNumber,0.29
BulkRichardsonNumberusingCAPV,0.56
Temp[K]oftheLiftedCondensationLevel,283.85
Pres[hPa]oftheLiftedCondensationLevel,892.15
Meanmixedlayerpotentialtemperature,293.27
Meanmixedlayermixingratio,9.15
1000hPato500hPathickness,5600.00
Precipitablewater[mm]forentiresounding,24.20
