Stationidentifier,YBBN
Stationnumber,94578
Observationtime,130911/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,2.54
Liftedindex,-1.52
LIFTcomputedusingvirtualtemperature,-1.76
SWEATindex,56.02
Kindex,22.70
Crosstotalsindex,13.70
Verticaltotalsindex,33.70
Totalstotalsindex,47.40
ConvectiveAvailablePotentialEnergy,157.24
CAPEusingvirtualtemperature,202.76
ConvectiveInhibition,-393.11
CINSusingvirtualtemperature,-336.36
EquilibrumLevel,398.59
EquilibrumLevelusingvirtualtemperature,398.16
LevelofFreeConvection,677.94
LFCTusingvirtualtemperature,685.47
BulkRichardsonNumber,7.83
BulkRichardsonNumberusingCAPV,10.10
Temp[K]oftheLiftedCondensationLevel,282.45
Pres[hPa]oftheLiftedCondensationLevel,856.33
Meanmixedlayerpotentialtemperature,295.26
Meanmixedlayermixingratio,8.72
1000hPato500hPathickness,5613.00
Precipitablewater[mm]forentiresounding,19.42
