Stationidentifier,YBBN
Stationnumber,94578
Observationtime,160326/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,6.55
Liftedindex,2.15
LIFTcomputedusingvirtualtemperature,1.77
SWEATindex,70.20
Kindex,24.90
Crosstotalsindex,12.70
Verticaltotalsindex,25.70
Totalstotalsindex,38.40
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,287.44
Pres[hPa]oftheLiftedCondensationLevel,896.39
Meanmixedlayerpotentialtemperature,296.58
Meanmixedlayermixingratio,11.57
1000hPato500hPathickness,5697.00
Precipitablewater[mm]forentiresounding,35.79
