Stationidentifier,YBBN
Stationnumber,94578
Observationtime,120507/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,11.48
Liftedindex,11.58
LIFTcomputedusingvirtualtemperature,11.76
SWEATindex,47.98
Kindex,7.30
Crosstotalsindex,10.90
Verticaltotalsindex,20.90
Totalstotalsindex,31.80
ConvectiveAvailablePotentialEnergy,0.00
CAPEusingvirtualtemperature,0.00
ConvectiveInhibition,0.00
CINSusingvirtualtemperature,0.00
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.00
Temp[K]oftheLiftedCondensationLevel,277.19
Pres[hPa]oftheLiftedCondensationLevel,842.46
Meanmixedlayerpotentialtemperature,291.12
Meanmixedlayermixingratio,6.16
1000hPato500hPathickness,5633.00
Precipitablewater[mm]forentiresounding,19.37
