Stationidentifier,YBBN
Stationnumber,94578
Observationtime,120603/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,2.95
Liftedindex,1.19
LIFTcomputedusingvirtualtemperature,1.20
SWEATindex,113.60
Kindex,31.40
Crosstotalsindex,19.30
Verticaltotalsindex,26.30
Totalstotalsindex,45.60
ConvectiveAvailablePotentialEnergy,1.39
CAPEusingvirtualtemperature,2.69
ConvectiveInhibition,-125.76
CINSusingvirtualtemperature,-106.40
EquilibrumLevel,683.98
EquilibrumLevelusingvirtualtemperature,592.84
LevelofFreeConvection,727.83
LFCTusingvirtualtemperature,732.76
BulkRichardsonNumber,0.02
BulkRichardsonNumberusingCAPV,0.03
Temp[K]oftheLiftedCondensationLevel,288.64
Pres[hPa]oftheLiftedCondensationLevel,974.67
Meanmixedlayerpotentialtemperature,290.78
Meanmixedlayermixingratio,11.49
1000hPato500hPathickness,5618.00
Precipitablewater[mm]forentiresounding,34.03
