Stationidentifier,YBBN
Stationnumber,94578
Observationtime,130417/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,2.11
Liftedindex,3.30
LIFTcomputedusingvirtualtemperature,2.93
SWEATindex,158.42
Kindex,28.90
Crosstotalsindex,20.30
Verticaltotalsindex,24.70
Totalstotalsindex,45.00
ConvectiveAvailablePotentialEnergy,0.05
CAPEusingvirtualtemperature,1.84
ConvectiveInhibition,-217.76
CINSusingvirtualtemperature,-199.47
EquilibrumLevel,684.03
EquilibrumLevelusingvirtualtemperature,679.62
LevelofFreeConvection,688.56
LFCTusingvirtualtemperature,699.61
BulkRichardsonNumber,0.00
BulkRichardsonNumberusingCAPV,0.11
Temp[K]oftheLiftedCondensationLevel,286.45
Pres[hPa]oftheLiftedCondensationLevel,918.56
Meanmixedlayerpotentialtemperature,293.50
Meanmixedlayermixingratio,10.57
1000hPato500hPathickness,5646.00
Precipitablewater[mm]forentiresounding,28.67
