Stationidentifier,YBBN
Stationnumber,94578
Observationtime,110120/0000
Stationlatitude,-27.38
Stationlongitude,153.13
Stationelevation,5.0
Showalterindex,2.46
Liftedindex,-3.73
LIFTcomputedusingvirtualtemperature,-4.51
SWEATindex,158.39
Kindex,29.40
Crosstotalsindex,19.50
Verticaltotalsindex,23.90
Totalstotalsindex,43.40
ConvectiveAvailablePotentialEnergy,1138.24
CAPEusingvirtualtemperature,1334.75
ConvectiveInhibition,-0.08
CINSusingvirtualtemperature,0.00
EquilibrumLevel,293.26
EquilibrumLevelusingvirtualtemperature,293.06
LevelofFreeConvection,917.25
LFCTusingvirtualtemperature,918.49
BulkRichardsonNumber,209.98
BulkRichardsonNumberusingCAPV,246.24
Temp[K]oftheLiftedCondensationLevel,291.92
Pres[hPa]oftheLiftedCondensationLevel,918.49
Meanmixedlayerpotentialtemperature,299.12
Meanmixedlayermixingratio,15.10
1000hPato500hPathickness,5700.00
Precipitablewater[mm]forentiresounding,38.14
